id;Название;Реставрация;Размер;Автор;Школа;Регион;Город;Страна;Материал;Персоналии;датировка окладов;Уточняющая датировка;Век;Страна (хранение);Место хранения;Иконография;Тип изображения;Фрагменты
3759.0;Никола Чудотворец;TRUE;27 х 22 х 2.;;ростовская школа;;;;Дерево, темпера, серебро, камни, басма, скань, эмаль;святитель николай;;1501-1525;16.0;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Святые;Оглавное или оплечное;
3760.0;Кирилл Белозерский;FALSE;127 х 88;;;тверская область;тверь;россия;Дерево, темпера;преподобный кирилл белозерский;;1540-1560;16.0;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Святые;Поясное;
3761.0;Муромская с избранными святыми;TRUE;26,5 х 22,5;;;владимирская область;муром;россия;дерево, левкас, темпера;богоматерь, младенец, святой князь муромский константин, святой князь муромский михаил, святой князь муромский феодор, святой князь борис, святой князь глеб, князь петр, княгиня феврония, святитель петр, святая иулиания;;1740-1760;18.0;Россия;Государственный Исторический музей, Москва;Сложные композиции;Из клейм состоит;Константин, Михаил и Феодор, князья муромские
3762.0;Собор ростовских и ярославских святых;TRUE;35 х 30,8;;;ярославская область;;россия;дерево, левкас, темпера;василий, константин, феодор, царь и пророк давид, леонтий, исайя, игнатий, иаков, святитель димитрий ростовский, исидор;;1801-1810;19.0;Россия;Государственный Исторический музей, Москва;Святые;Многофигурное;
3763.0;Образ всех российских чудотворцев;TRUE;34,5 х 30,4;Даниил Матвеев, Андрей Денисов;;;;;дерево, левкас, темпера;святые;;1801-1810;19.0;Россия;Государственный Исторический музей, Москва;Святые;Многофигурное;Троица Ветхозаветная, Святые, Святые, Святые, Святые
3764.0;Троица Ветхозаветная с избранными святыми и праздниками;TRUE;33,5 х 29,2;;строгановская школа;свердловская область;невьянск;россия;дерево, левкас, темпера;;;1801-1810;19.0;Россия;Государственный Исторический музей, Москва;Троица;Из клейм состоит;Собор избранных святых в предстоянии Казанской иконе Богородицы, Собор избранных святых в предстоянии Владимирской иконе Богородицы, Покров
3765.0;Донская (Богоматерь Донская в окружении сюжетов из Киево-Печерского патерика);TRUE;90,3 х 135,7;оружейная палата;;московская область;москва;россия;дерево, левкас, темпера;богоматерь, младенец, святые;;1701-1710;18.0;Россия;Государственный Исторический музей, Москва;Сложные композиции;Сюжетная композиция с клеймами;Афанасий Великий
3766.0;Избранные святые с изображением реликвария;TRUE;52 х 28,5;;;;;;Дерево;иоанн лествичник, архидиакон стефан, святитель петр александрийский;;1840-1860;19.0;Россия;Государственный Исторический музей, Москва;Святые;Многофигурное;Иоанн Лествичник, новомученик Стефан, святитель Петр Александрийский
3767.0;Шестоднев;TRUE;63 х 46,8;Мастерская В.И.Хохлова;;;;;дерево, левкас, темпера;спаситель, богоматерь, пророк иоанн предтеча, ангелы, апостолы;;1801-1810;19.0;Россия;Государственный Исторический музей, Москва;Сложные композиции;Из клейм состоит;Василий и Максим блаженные, Прокопий и Иоанн Устюжские, Убиение царевича Димитрия
3768.0;Покров Богородицы;FALSE;158,5 х 121,5;;;ярославская область;углич;россия;дерево, темпера;богоматерь, святые;;1491-1500;15.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Ростовое и сюжетная композиция;
3769.0;Неопалимая Купина;FALSE;32 х 26;старообрядческая мастерская;;ярославская область;углич;россия;дерево, темпера;богоматерь, святые;;1901-1910;20.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Богоматерь;Поясное с клеймами;
3770.0;Спас Вседержитель;FALSE;155 х 115;;;ярославская область;углич;россия;дерево, темпера;спаситель;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Спаситель;Поясное;
3771.0;Ильинская;FALSE;155 х 115;;;ярославская область;углич;россия;дерево, темпера;богоматерь, младенец;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Богоматерь;Поясное;
3772.0;Паисий Угличский, царевич Димитрий, князь Роман, Кассиан Учемский;FALSE;32 х 28;старообрядческая мастерская;;ярославская область;углич;россия;дерево, темпера;паисий угличский, царевич димитрий, князь роман, кассиан учемский;;1891-1900;19.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое и многофигурное;
3773.0;Воскресение Христово - Сошествие во ад, с праздниками;FALSE;53 х 44;;;;;;дерево, темпера;спаситель, богоматерь, ангелы, апостолы;;1851-1900;19.0;Россия;Частное собрание;Страстной и Пасхальный циклы;Сюжетная композиция с клеймами;
3774.0;Вход Господень в Иерусалим;FALSE;55 х 52;старообрядческая мастерская;;ярославская область;углич;россия;дерево, темпера;спаситель, апостолы;;1801-1850;19.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Страстной и Пасхальный циклы;Сюжетная композиция;
3775.0;Троица Ветхозаветная;FALSE;55 х 52;старообрядческая мастерская;;ярославская область;углич;россия;дерево, темпера;ангелы, авраам, сарра;;1801-1850;19.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Троица;Сюжетная композиция;
3776.0;Рождество Христово, со святыми на полях;FALSE;40 х 32;Иоанн Ушаков;;;;;дерево, темпера;богоматерь, спаситель, мария, иосиф, святые;;1801-1810;19.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;Рождество
3777.0;Паисий Угличский на фоне Покровского монастыря;FALSE;98 х 64;Григорий Буренин;;;;;дерево, темпера;богоматерь, младенец, паисий угличский;;1801-1810;19.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;Покровский монастырь
3778.0;"Георгий ( Чудо Георгия о змие) оборотная сторона иконы ""Спас Нерукотворный"")";FALSE;60 х 54;старообрядческая мастерская;;ярославская область;углич;россия;дерево, темпера;георгий;;1801-1810;19.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Конное;
3779.0;Спас Нерукотворный;FALSE;60 х 54;старообрядческая мастерская;;ярославская область;углич;россия;дерево, темпера;спаситель;;1801-1810;19.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Спаситель;Оглавное или оплечное;
3780.0;Димитрий царевич;FALSE;122 х 108;Григорий Буренин;;;;;дерево, темпера;димитрий царевич;;1801-1810;19.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;
3781.0;Димитрий царевич, с житием;FALSE;151 х 122;;;ярославская область;углич;россия;дерево, темпера;димитрий царевич;;1701-1733;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое с клеймами;
3782.0;Воскресение Христово, с праздниками;FALSE;52,5х 45;;;;;;дерево, темпера;спаситель, жены-мироносицы;;1801-1810;19.0;Россия;Частное собрание;Страстной и Пасхальный циклы;Сюжетная композиция с клеймами;
3783.0;Иоанн Предтеча, праведная Анна, Никола Чудотворец, Феодора, Кондрат;FALSE;21 х18;;;;;;дерево, темпера;пророк иоанн предтеча, праведная анна, святитель николай, феодора, кондрат;;1801-1810;19.0;Россия;Частное собрание;Святые;Многофигурное;
3784.0;Всех скорбящих Радость;FALSE;53,5 х 43;;;;;;дерево, темпера;богоматерь, младенец;;1791-1800;18.0;Россия;Частное собрание;Богоматерь;Сюжетная композиция;
3785.0;Не рыдай Мене Мати;FALSE;68 х 55;;;;;;дерево, темпера;богоматерь, младенец, святые;;1791-1800;18.0;Россия;Частное собрание;Страстной и Пасхальный циклы;Поясное с клеймами;
3786.0;Положение Ризы Господней;FALSE;108 х 88;;;ярославская область;углич;россия;дерево, темпера;богоматерь, младенец, царь романов михаил федорович;;1791-1800;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;
3787.0;Честная глава Иоанна Предтечи;FALSE;60 х 55;Иван Буренин;;;;;дерево, темпера;пророк иоанн предтеча;;1740-1760;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Сложные композиции;Оглавное или оплечное;
3788.0;Успение;FALSE;53 х 51;;;ярославская область;углич;россия;дерево, темпера;спаситель, богоматерь, апостолы, святители, силы небесные;;;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;Апостолы
3789.0;Вознесение Господне;FALSE;55 х 51;;;ярославская область;углич;россия;дерево, темпера;спаситель, богоматерь, ангелы, апостолы;;;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Страстной и Пасхальный циклы;Сюжетная композиция;
3790.0;Воскресение Христово - Сошествие во ад;FALSE;55 х 51;;;ярославская область;углич;россия;дерево, темпера;спаситель, адам, ева, пророк иоанн предтеча, царь и пророк давид, соломон;;;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Страстной и Пасхальный циклы;Сюжетная композиция;
3791.0;Вход Господень в Иерусалим;FALSE;55 х 52;;;ярославская область;углич;россия;дерево, темпера;спаситель, апостолы;;;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Страстной и Пасхальный циклы;Сюжетная композиция;
3792.0;Сретение господне;FALSE;56 х 55;;;ярославская область;углич;россия;дерево, темпера;спаситель, богоматерь, праведный симеон богоприимец, праведная анна пророчица, праведный иосиф обручник;;;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;
3793.0;Рождество Христово;FALSE;56 х54;;;ярославская область;углич;россия;дерево, темпера;спаситель, богоматерь, пророк иоанн предтеча, праведный иосиф, ангелы, волхвы;;;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;
3794.0;Рождество Богородицы;FALSE;51 х 44;;;ярославская область;углич;россия;дерево, темпера;богоматерь, праведный иоаким, праведная анна, служанки;;;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;
3795.0;Иоанн Богослов с Прохором на осторове Патмос, с житием;FALSE;132 х113,5;;;ярославская область;углич;россия;дерево, темпера;апостол иоанн богослов, прохор;;1691-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Сюжетная композиция с клеймами;Иоанн Богослов
3796.0;Троица Ветхозаветная (с деяниями);FALSE;91 х 81;;;;;;дерево, темпера;ангелы, авраам, сарра;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Троица;Сюжетная композиция;
3797.0;Троица Ветхозаветная;FALSE;64 х 53;;;;;;дерево, темпера;ангелы, авраам, сарра;;1691-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Троица;Сюжетная композиция;
3798.0;Плоды Страстей Христовых;FALSE;50 х 96;;;ярославская область;;россия;дерево, темпера;спаситель, богоматерь, святой дух, евангелисты;;1651-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Страстной и Пасхальный циклы;Сюжетная композиция;Плоды Страстей Христовых
3799.0;Троица Новозаветная;FALSE;107 х 84;;;ярославская область;углич;россия;дерево, темпера;бог отец, христос;;1651-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Троица;Сюжетная композиция;
3800.0;Димитрий царевич;FALSE;127 х 55;;;ярославская область;углич;россия;дерево, темпера;димитрий царевич;;1651-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;
3801.0;Никола Чудотворец;FALSE;102 х 71;;;ярославская область;углич;россия;дерево, темпера;святитель николай;;1651-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Поясное;
3802.0;Казанская;FALSE;31 х 28;;;ярославская область;углич;россия;дерево, темпера;богоматерь, младенец;;1651-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Богоматерь;Оглавное или оплечное;
3803.0;Жены Мироносицы у Гроба Господня;FALSE;42 х 36;;;ярославская область;углич;россия;дерево, темпера;спаситель, ангел, жены-мироносицы;;1651-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Страстной и Пасхальный циклы;Сюжетная композиция;
3804.0;Симеон Столпник, с житием;FALSE;135 х 107;;;ярославская область;углич;россия;дерево, темпера;симеон столпник;;1651-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое с клеймами;Симеон Столпник
3805.0;Древо Киево-Печерских святых;FALSE;106 х 96;;;ярославская область;углич;россия;дерево, темпера;киево-печерские святые;;1651-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Многофигурное;
3806.0;Никола Можайский, с житием;FALSE;104 х 78;;;ярославская область;углич;россия;дерево, темпера;святитель николай;;1551-1600;16.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое с клеймами;
3807.0;Никола Чудотворец, с деисусом и избранными святыми;FALSE;72 х 52;;;ярославская область;углич;россия;дерево, темпера;святитель николай, святые;;1501-1550;16.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Поясное с клеймами;
3808.0;Иоанн Богослов с Прохором на осторове Патмос;FALSE;52 х 37;;;ярославская область;углич;россия;дерево, темпера;апостол иоанн богослов, прохор;;;15.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Сюжетная композиция;
3809.0;Благовещение, со сценами из Акафиста Божией Матери;FALSE;118 х 101;;;костромская область;кострома;россия;дерево, темпера;богоматерь, архангел гавриил;;1691-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция с клеймами;
3810.0;Иоанн Предтеча;FALSE;164 х 66;;;ярославская область;углич;россия;дерево, темпера;пророк иоанн предтеча;;1651-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;Иоанн Предтеча
3811.0;Богоматерь (из деисусного чина);FALSE;164 х 66;;;ярославская область;углич;россия;дерево, темпера;богоматерь;;1651-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Богоматерь;Ростовое;Богоматерь
3812.0;Димитрий царевич и князь Роман Угличские;FALSE;156,5 х 90;;;ярославская область;углич;россия;дерево, темпера;царевич димитрий, князь роман;;1651-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;Димитрий царевич
3813.0;Благовещение;FALSE;59 х 52;;;ярославская область;углич;россия;дерево, темпера;богоматерь, архангел гавриил;;1651-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;
3814.0;Кассиан Учемский, Игнатий Прилуцкий, Паисий Угличский, царевич Димитрий, князь Роман;FALSE;32 х 28;;;;;;дерево, темпера;кассиан учемский, игнатий прилуцкий, паисий угличский, царевич димитрий, князь роман;;1791-1800;18.0;Россия;Частное собрание;Святые;Многофигурное;
3815.0;Паисий Угличский, Игнатий Прилуцкий, царевич Димитрий, князь Роман, варлаам Улейминский, Кассиан Учемский;FALSE;107 х 81,5;;;;;;дерево, темпера;паисий угличский, игнатий прилуцкий, царевич димитрий, князь роман, варлаам улейминский, кассиан учемский;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое и многофигурное;Угличские святые
3816.0;Димитрий, царевич;FALSE;156 х 72;Артель Федора Рожнова;школа патриарших иконописцев;ярославская область;углич;россия;дерево, темпера;димитрий;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;
3817.0;Печерская;FALSE;153 х 181;Артель Федора Рожнова;школа патриарших иконописцев;ярославская область;углич;россия;дерево, темпера;богоматерь, святые феодосий и антоний;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Богоматерь;Тронное;
3818.0;Христос Великий Архиерей;FALSE;153 х 181;Артель Федора Рожнова;школа патриарших иконописцев;ярославская область;углич;россия;дерево, темпера;спаситель, богоматерь, пророк иоанн предтеча, архангелы;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Спаситель;Тронное;
3819.0;Вход Господень в Иерусалим;FALSE;86 х 74;Артель Федора Рожнова;школа патриарших иконописцев;ярославская область;углич;россия;дерево, темпера;спаситель, апостолы;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Страстной и Пасхальный циклы;Сюжетная композиция;
3820.0;Преображение;FALSE;86 х 74;Артель Федора Рожнова;школа патриарших иконописцев;ярославская область;углич;россия;дерево, темпера;спаситель, апостол петр, иоанн, иаков, пророк илья, пророк моисей;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;
3821.0;Рождество Христово;FALSE;86 х 74;Артель Федора Рожнова;школа патриарших иконописцев;московская область;москва;россия;дерево, темпера;спаситель, богоматерь, пророк иоанн предтеча, праведный иосиф, ангелы, волхвы;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;
3822.0;Благовещение;FALSE;86 х 74;Артель Федора Рожнова;школа патриарших иконописцев;московская область;москва;россия;дерево, темпера;богоматерь, архангел гавриил;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;
3823.0;Кассиан Угличский;FALSE;34;Артель Федора Рожнова;школа патриарших иконописцев;московская область;москва;россия;дерево, темпера;кассиан угличский;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Поясное;
3824.0;Паисий Угличский;FALSE;34;Артель Федора Рожнова;школа патриарших иконописцев;московская область;москва;россия;дерево, темпера;паисий угличский;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Поясное;
3825.0;Знамение;FALSE;18 х 16;Федор Рожнов;;;;;дерево, темпера;богоматерь, младенец;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Богоматерь;Поясное;
3826.0;Складень-кузов;FALSE;40 х 56;Артель Федора Рожнова;школа патриарших иконописцев;московская область;москва;россия;дерево, темпера;богоматерь;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Богоматерь;Поясное с клеймами;
3827.0;Воскресение Христово - Сошествие во ад, со сценами Страстей;FALSE;153 х 121,5;Федор Рожнов;;;;;дерево, темпера;спаситель, богоматерь, ангелы, апостолы;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Страстной и Пасхальный циклы;Сюжетная композиция с клеймами;
3828.0;Царские врата с сенью;FALSE;128 х 188, клейма 78 х 62;Артель Федора Рожнова;школа патриарших иконописцев;московская область;москва;россия;дерево, темпера;богоматерь, архангел гавриил, апостол иоанн богослов, евангелист матфей, евангелист лука, евангелист марк;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Сложные композиции;Многофигурное;Архангел Гавриил, Богоматерь, Иоанн Богослов, Матфей евангелист, Лука евангелист, Марк евангелист
3829.0;Иоанн Предтеча Ангел пустыни, с житием;FALSE;125 х 110;;московская школа;московская область;москва;россия;дерево, темпера;пророк иоанн предтеча;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое с клеймами;Иоанн Предтеча
3830.0;Иоанн Златоуст (из деисусного чина);FALSE;128 х 66;оружейная палата;;московская область;москва;россия;дерево, темпера;святитель иоанн златоуст;;1691-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;
3831.0;Лука апостол (из деисусного чина);FALSE;128 х 66;оружейная палата;;московская область;москва;россия;дерево, темпера;лука;;1691-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;
3832.0;Марк Евангелист (из деисуного чина);FALSE;128 х 66;оружейная палата;;московская область;москва;россия;дерево, темпера;евангелист марк;;1691-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;
3833.0;Григорий Богослов (из деисусного чина);FALSE;128 х 66;оружейная палата;;московская область;москва;россия;дерево, темпера;григорий богослов;;1691-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;
3834.0;Никифор Патриарх (из деисуного чина);FALSE;128 х 66;оружейная палата;;московская область;москва;россия;дерево, темпера;патриарх никифор;;1691-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;
3835.0;Иерусалимская;FALSE;125 х 104;оружейная палата;;московская область;москва;россия;дерево, темпера;богоматерь, младенец;;1701-1710;18.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Богоматерь;Поясное;Спаситель
3836.0;Никола Чудотворец;FALSE;125 х 104;Николай Вургаров;;;;;дерево, темпера;спаситель, святитель николай, богоматерь;;1691-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Поясное;Никола Чудотворец
3837.0;Христос Великий Архиерей;FALSE;125 х 72;Петр Билиндин;;;;;дерево, темпера;спаситель;;1691-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Спаситель;Тронное;
3838.0;Одигитрия;FALSE;125 х 108;Назарий Истомин Савин;;;;;дерево, темпера;богоматерь, младенец;;1601-1650;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Богоматерь;Поясное;Богоматерь (Одигитрия)
3839.0;Екатерина Великомученица, с житием;FALSE;32,5 х 26;;;ярославская область;углич;россия;дерево, темпера;великомученица екатерина;;;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое с клеймами;
3840.0;Зосима и Савватий Соловецкие;FALSE;31 х 26;;;ярославская область;углич;россия;дерево, темпера;преподобные зосима и савватий соловецкие;;;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;
3841.0;Елеуса Кикская;FALSE;31,5 х 27;;;;;;дерево, темпера;богоматерь, младенец;;;17.0;Россия;Частное собрание;Богоматерь;Поясное;
3842.0;Седмиезерская;FALSE;31,5 х 27;;;ярославская область;углич;россия;дерево, темпера;богоматерь, младенец;;;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Богоматерь;Поясное;
3843.0;"Сретение иконы ""Богоматерь Владимирская""";FALSE;31 х 28;;;ярославская область;углич;россия;дерево, темпера;богоматерь, младенец, священнослужители, митрополит киприан;;;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;
3844.0;Мина Великомученик;FALSE;32 х 28;;;ярославская область;углич;россия;дерево, темпера;великомученик мина;;;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;
3845.0;Сретение Господне;FALSE;31 х 28;;;ярославская область;углич;россия;дерево, темпера;спаситель, богоматерь, праведный симеон богоприимец, прав. анна пророчица, праведный иосиф обручник;;;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;
3846.0;Спас Вседержитель;FALSE;31 х 27;;;ярославская область;углич;россия;дерево, темпера;спаситель;;;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Спаситель;Поясное;
3847.0;Покров Богородицы;FALSE;147 х 109;;;ярославская область;углич;россия;дерево, темпера;богоматерь, андрей юродивый, роман сладкопевец, святые, народ;;1691-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;Богоматерь
3848.0;Преображение;FALSE;125 х 110;;;ярославская область;углич;россия;дерево, темпера;спаситель, апостол петр, иоанн, иаков, пророк илья, пророк моисей;;1651-1700;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;
3849.0;Сретение Господне (Акафист Богоматери, Кондайк седьмой);FALSE;136 х 104;;;;;;дерево, темпера;спаситель, богоматерь, праведный симеон богоприимец, прав. анна пророчица, праведный иосиф обручник;;1640-1660;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Праздники;Сюжетная композиция;
3850.0;Воскресение Христово - Сошествие во ад, со сценами страстей;FALSE;136 х 104;;;ярославская область;углич;россия;дерево, темпера;спаситель, богоматерь, ангелы, апостолы;;1601-1633;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Страстной и Пасхальный циклы;Сюжетная композиция с клеймами;"Плата за предательство, Поругание Христа, ""Распни его!"", Запечатывание Гроба Господня, Воскресение Христово"
3852.0;Избранные святые - Тихон Амафутский, царевич Димитрий, князь Роман, Макарий Египетский;FALSE;106 х 93;;;ярославская область;углич;россия;дерево, темпера;святитель тихон амафунтский, царевич димитрий, князь роман, макарий египетский;;1601-1633;17.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое и многофигурное;Димитрий
3853.0;"Богоматерь (из ""Петуховского"" чина)";FALSE;133 х 52;;;ярославская область;углич;россия;дерево, темпера;богоматерь;;1551-1600;16.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Богоматерь;Ростовое;
3854.0;"Иоанн Предтеча (""Петуховский"" чин)";FALSE;134 х 50;;;ярославская область;углич;россия;дерево, темпера;пророк иоанн предтеча;;1551-1600;16.0;Россия;Угличский государственный историко-архитектурный и художественный музей;Святые;Ростовое;
