id;Название;Реставрация;Размер;Автор;Школа;Регион;Город;Страна;Материал;Персоналии;датировка окладов;Уточняющая датировка;Век;Страна (хранение);Место хранения;Иконография;Тип изображения;Фрагменты
1.0;Азовская с предстоящими;FALSE;;;;;;;Дерево, левкас, темпера;саваоф, младенец, богоматерь, ангелы, апостол петр, преподобный антоний печерский, преподобный феодосий печерский, преподобный алипий печерский, моисей угрин, прохор, марк, воины;;1701-1710;18.0;Россия;Государственный Исторический музей, Москва;Богоматерь;Ростовое с клеймами;Азов, Кази-Кермен
2.0;Акафистная;FALSE;92 x 71 см;Иван Григорьев Марков;;;;;Дерево, темпера;младенец, богоматерь;;1701-1725;18.0;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Богоматерь;Многофигурное;Богоматерь с Младенцем (Акафистная)
3.0;Аристократуса;FALSE;57,5 х 43 см;;византийская школа;;;;Дерево, темпера;богоматерь, младенец;;1251-1300;13.0;Византия;Афон, монастырь Ватопед;Богоматерь;Поясное;Богоматерь (Аристократуса), Богоматерь (Аристократуса), Младенец Младенец (Аристократуса)
4.0;Ахтырская;FALSE;123 х 90 см;;ярославская школа;;;;Дерево, темпера;младенец, богоматерь;;1801-1825;19.0;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Богоматерь;Поясное;
5.0;Ахтырская;TRUE;33 x 28 см;;;нижегородская область;павлово;россия;Дерево, левкас, темпера;младенец, богоматерь, архангел михаил, архидиакон стефан, святитель николай, преподобная евдокия;;1791-1800;18.0;Россия;Частное собрание М.Б. Миндлина;Богоматерь;Поясное с клеймами;
6.0;Белозерская;TRUE;155,5 х 106,3 см;;владимиро-суздальская школа;вологодская область;белозерск;россия;Дерево, темпера;младенец, богоматерь, ангелы, пророк иоанн предтеча, пророк аарон, пророк исайя, царь и пророк давид, пророк иезекииль, пророк илия, пророк иеремия, пророк самуил, пророк нафан, пророк елисей, жены мироносицы;;1201-1250;13.0;Россия;Государственный Русский музей, Санкт-Петербург;Богоматерь;Поясное с клеймами;"Спаситель (Белозерская), Спаситель и Богоматерь (Белозерская), Спаситель (""Белозерская"" икона Богоматери)"
7.0;Благодатное Небо;TRUE;165,0 х 59,0 см;Патракеев Филипп;;;;;Дерево;младенец, богоматерь;;1794;18.0;Россия;"Музей-заповедник ""Щелыково""";Богоматерь;Ростовое;
8.0;Благодатное Небо;FALSE;123,5 x 52,5 см;Иван Казаринов;;;;;Дерево, темпера;младенец, богоматерь;;1741;18.0;Россия;Пермская государственная художественная галерея;Богоматерь;Ростовое;
9.0;"Блаженное Чрево (""Барловская"")";TRUE;31 х 27 см;Иван Авксентиев;;;;;Дерево, темпера, серебро, чеканка, канфарение, чернь, золочение;младенец, богоматерь;;1664;17.0;Россия;Государственный Владимиро-Суздальский историко-архитектурный и художественный музей-заповедник;Богоматерь;Поясное;Спаситель (Блаженное Чрево)
10.0;Блаженное Чрево;FALSE;31 x 26,5 см;Трофим Дорохов;;;;;Дерево, темпера;младенец, богоматерь;;1799;18.0;Россия;Государственный музей истории религии, Санкт-Петербург;Богоматерь;Поясное;
11.0;Боголюбская (левая створка трехстворчатого складня);TRUE;22,6 х 17,8 см;;;архангельская область;;россия;Дерево, левкас, темпера;богоматерь, ангел хранитель, святитель николай, святитель лев, папа римский;;1693;17.0;Россия;Сольвычегодский историко-художественный музей;Богоматерь;Многофигурное;
12.0;Боголюбская с припадающими святителем Алексием Московским и преподобным Петром Афонским;FALSE;110,3 х 78,8 см;;;нижегородская область;нижний новгород;россия;Дерево, левкас, темпера;богоматерь, святитель алексий московский, преподобный петр афонский;;1691-1700;17.0;Россия;Частное собрание Игоря Возякова;Богоматерь;Ростовое;
13.0;Боголюбская;FALSE;;;;;;;Дерево, левкас, темпера;младенец, богоматерь, молящиеся;;;16.0;Россия;Государственный Русский музей, Санкт-Петербург;Богоматерь;Ростовое;
14.0;Боголюбская;TRUE;185 х 105 см;;византийская школа;;;;Дерево, темпера;богоматерь, младенец, пророк иоанн предтеча, архангелы;;1157;12.0;Россия;Успенский собор во Владимире;Богоматерь;Ростовое;
15.0;Боголюбская;TRUE;184,8 х 111 см;;;;;;Дерево, темпера, металл, басма, золочение;богоматерь, младенец, пророк иоанн предтеча, архангелы;;1551-1600;16.0;Россия;Государственный Владимиро-Суздальский историко-архитектурный и художественный музей-заповедник;Богоматерь;Ростовое;Богоматерь (Боголюбская)
16.0;Боголюбская;FALSE;93,0 х 52,0 см;;;;;;Дерево, темпера;богоматерь, алексий человек божий, святитель нифонт, преподобный илларион новый;;1640-1660;17.0;Россия;Храм Воскресения на Дебре в Костроме;Богоматерь;Ростовое;
17.0;Боголюбская;FALSE;88 х 54 см;Уланов Кирилл (Корнилий) Иванов;;;;;Дерево, темпера;младенец, богоматерь, пророк иоанн предтеча, ангелы;;1712;18.0;Россия;Государственная Третьяковская галерея, Москва;Богоматерь;Ростовое;
19.0;Боголюбская, в молении ростовских чудотворцев;TRUE;53,2 х 38,6 см;;византийская школа;;;;Дерево, темпера;богоматерь, младенец, святители ростовские;;1691-1700;17.0;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Богоматерь;Ростовое;
20.0;Боголюбская, с избранными святыми;FALSE;35,9 х 29,8 см;Семен Бороздин;;;;;Дерево, темпера;младенец, богоматерь, ангелы, избранные святые;;;16.0;Россия;Государственный Русский музей, Санкт-Петербург;Богоматерь;Ростовое;
21.0;Боголюбская, с избранными святыми;FALSE;35 x 15 см (створы ), 35 x 30 см (средник );Истома Савин;;;;;Дерево, левкас, темпера;младенец, богоматерь, святые;;1601-1610;17.0;Россия;Государственная Третьяковская галерея, Москва;Богоматерь;Ростовое;
22.0;Боголюбская, с припадающим святым князем Андреем Боголюбским;TRUE;31 х 26 см;;суздальская школа;владимирская область;суздаль;россия;Дерево, темпера;младенец, богоматерь, благоверный князь андрей боголюбский;;1701-1725;18.0;Россия;Государственный Владимиро-Суздальский историко-архитектурный и художественный музей-заповедник;Богоматерь;Сюжетная композиция;Андрей Боголюбский
23.0;Богоматерь (из Благовещения);TRUE;11,3 х 12 см;;;вологодская область;;россия;Дерево, темпера;богоматерь;;1502;16.0;Россия;Кирилло-Белозерский историко-архитектурный и художественный музей-заповедник;Богоматерь;Ростовое;
24.0;Богоматерь (из Благовещения);FALSE;111 х 67,5 см;Охрид;;;;;Дерево, темпера;богоматерь;;1108-1120;12.0;Греция;Галерея икон, Охрид;Богоматерь;Тронное;
25.0;Богоматерь (из Благовещения);TRUE;33 х 26 см;;московская школа;;;;Дерево, темпера;богоматерь, служанка;;1501-1510;16.0;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Богоматерь;Сюжетная композиция;
26.0;Богоматерь (из Благовещения);TRUE;40,4 х 47,5 см;;тверская школа;;;;Дерево, темпера;богоматерь;;1526-1550;16.0;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Богоматерь;Ростовое;
27.0;Богоматерь (из деисусного чина) и Преображение;FALSE;123 х 34 см;;псковская школа, московская школа;псковская область;псков;россия;Дерево, темпера;богоматерь;;1540-1560;16.0;Россия;Псковский государственный объединенный историко-архитектурный и художественный музей-заповедник;Богоматерь;Ростовое и сюжетная композиция;
28.0;Богоматерь (из деисусного чина);TRUE;191 х 72,5 см;;;вологодская область;;россия;Дерево, темпера;богоматерь;;1497;15.0;Россия;Кирилло-Белозерский историко-архитектурный и художественный музей-заповедник;Богоматерь;Ростовое;
29.0;Богоматерь (из деисусного чина);FALSE;156 х 110 см;Белозерские мастера;;вологодская область;;россия;Дерево, темпера;богоматерь;;1572;16.0;Россия;Кирилло-Белозерский историко-архитектурный и художественный музей-заповедник;Богоматерь;Поясное;
30.0;Богоматерь (из деисусного чина);TRUE;113 х 44 см;Белозерские мастера;ростовская школа;вологодская область;бородава;россия;Дерево, темпера;богоматерь;;1540-1600;16.0;Россия;Кирилло-Белозерский историко-архитектурный и художественный музей-заповедник;Богоматерь;Ростовое;
31.0;Богоматерь (из деисусного чина);FALSE;;;;;;;Дерево, левкас, темпера;богоматерь;;;16.0;Россия;Череповецкий краеведческий музей;Богоматерь;Ростовое;
32.0;Богоматерь (из деисусного чина);TRUE;77,0 х 54,5 см;;ростовская школа;;;;Дерево, левкас, темпера;богоматерь;;1501-1510;16.0;Россия;"Частное собрание ""Акафист""";Богоматерь;Поясное;
33.0;Богоматерь (из деисусного чина);FALSE;30 х 24 см;;;;;;Дерево, левкас, серебро, басма, гравировка, золочение;богоматерь;;;17.0;Россия;Спасо-Преображенский Соловецкий монастырь;Богоматерь;Поясное;
34.0;Богоматерь (из деисусного чина);FALSE;210 х 109 см;Феофан Грек;;;;;Дерево, темпера;богоматерь;;1376-1400;14.0;Россия;Благовещенский собор Московского Кремля;Богоматерь;Ростовое;Богоматерь (из деисусного чина)
35.0;Богоматерь (из деисусного чина);FALSE;313 х 106 см;;московская школа;;;;;богоматерь;;1408;15.0;Россия;Государственный Русский музей, Санкт-Петербург;Богоматерь;Ростовое;
36.0;Богоматерь (из деисусного чина);FALSE;22,5 х 17,5 см;;псковская школа;псковская область;псков;россия;Дерево, темпера;богоматерь;;1401-1425;15.0;Россия;Псковский государственный объединенный историко-архитектурный и художественный музей-заповедник;Богоматерь;Поясное;
37.0;Богоматерь (из деисусного чина);FALSE;136 х 52 см;;псковская школа;псковская область;гдов;россия;Дерево, темпера;богоматерь;;1540-1560;16.0;Россия;Псковский государственный объединенный историко-архитектурный и художественный музей-заповедник;Богоматерь;Ростовое;Богоматерь (из деисусного чина)
38.0;Богоматерь (из деисусного чина);FALSE;145 х 65 см;;псковская школа;псковская область;мельницы;россия;Дерево, темпера;богоматерь;;1551-1600;16.0;Россия;Псковский государственный объединенный историко-архитектурный и художественный музей-заповедник;Богоматерь;Ростовое;
39.0;Богоматерь (из деисусного чина);FALSE;39,9 х 33,1;Перша;;;;;Дерево, темпера;богоматерь;;1576-1600;16.0;Россия;Государственный Русский музей, Санкт-Петербург;Богоматерь;Поясное;
40.0;Богоматерь (из деисусного чина);TRUE;148 х 93 см;;византийская школа;;;;Дерево, темпера;богоматерь;;1387-1395;14.0;Греция;Государственная Третьяковская галерея, Москва;Богоматерь;Поясное;
41.0;Богоматерь (из деисусного чина);TRUE;140 х 52 см;;;;;;Дерево, темпера;богоматерь;;;14.0;Балканы;Государственная Третьяковская галерея, Москва;Богоматерь;Ростовое;
42.0;Богоматерь (из деисусного чина);TRUE;168 х 72,5 см;Школа Дионисия;;;;;Дерево, темпера;богоматерь;;1476-1500;15.0;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Богоматерь;Ростовое;Богоматерь (из деисусного чина), Богоматерь
43.0;Богоматерь (из деисусного чина);TRUE;97,5 х 64 см;;;;;;Дерево, темпера;богоматерь;;1501-1533;16.0;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Богоматерь;Поясное;
44.0;Богоматерь (из деисусного чина);TRUE;100,5 х 73 см;;ростовская школа;;;;Дерево, темпера;богоматерь;;1501-1550;16.0;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Богоматерь;Ростовое;
45.0;Богоматерь (из деисусного чина);TRUE;235 х 100 см;аарон, феофанов сын;;;;;Дерево, темпера, серебро, басма, золочение, оброн, эмаль,;богоматерь;;1438;15.0;Россия;Софийский собор, Новгород;Богоматерь;Ростовое;
46.0;Богоматерь (из деисусного чина);TRUE;32,4 x 26,6 см;оружейная палата;;московская область;москва;россия;Дерево, темпера, серебро, чеканка, гравировка, золочение;богоматерь;;1640-1660;17.0;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Богоматерь;Поясное;
47.0;Богоматерь (из деисусного чина);TRUE;228,8 х 78,5 см;Костромские иконописцы под руководством Василия Ильина Запокровского;;;;;Дерево, темпера, металл цветной, басма, чеканка, позолота;богоматерь;;1652;17.0;Россия;Костромской государственный историко-архитектурный и художественный музей-заповедник;Богоматерь;Ростовое;
48.0;Богоматерь (из деисусного чина);TRUE;130 х 56 см;;московская школа, ростовская школа;;;;Дерево, темпера;богоматерь;;1476-1500;15.0;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Богоматерь;Ростовое;Богоматерь (из деисусного чина)
49.0;Богоматерь (из деисусного чина);FALSE;108 x 43 см;;;рязанская область;;россия;Дерево, темпера;богоматерь;;1701-1710;18.0;Россия;Рязанский государственный историко-архитектурный музей-заповедник;Богоматерь;Ростовое;
50.0;Богоматерь (из деисусного чина);TRUE;155 x 62 см;Дионисий;;;;;Дерево, левкас, темпера;богоматерь;;1502;16.0;Россия;Государственная Третьяковская галерея, Москва;Богоматерь;Ростовое;
51.0;Богоматерь (из деисусного чина);FALSE;41,2 х 32 х 2,3;;;поволжье;;;Дерево, темпера;богоматерь;;;18.0;Россия;Государственный Русский музей, Санкт-Петербург;Богоматерь;Поясное;
52.0;Богоматерь (из деисусного чина);TRUE;192 х 66,5 см;Школа Дионисия;;;;;Дерево, левкас, темпера;богоматерь;;1515;16.0;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Богоматерь;Ростовое;Богоматерь, Богоматерь, Богоматерь
53.0;Богоматерь (из деисусного чина);FALSE;177 х 56 см;;;русский север;;;Дерево, левкас, темпера;богоматерь;;1501-1525;16.0;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Богоматерь;Ростовое;Богоматерь (из деисусного чина)
54.0;Богоматерь (из деисусного чина);TRUE;80 х 57,5 см;;тверская школа;;;;Дерево, левкас, темпера;богоматерь;;1401-1450;15.0;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Богоматерь;Поясное;Богоматерь (из деисусного чина)
55.0;Богоматерь (из деисусного чина);TRUE;178 x 76 см;;;вологодская область;;россия;Дерево, левкас, темпера;богоматерь;;1701-1710;18.0;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Богоматерь;Ростовое;
56.0;Богоматерь (из деисусного чина);TRUE;94 х 36 см;;;вологодская область;;россия;Дерево, левкас, темпера;богоматерь;;1517;16.0;Россия;Череповецкое музейное объединение;Богоматерь;Ростовое;
57.0;Богоматерь (из деисусного чина);TRUE;139 х 45 см;Круг Федора Трофимова;;;;;Дерево, левкас, темпера;богоматерь;;1590-1599;16.0;Россия;"Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник ""Коломенское""";Богоматерь;Ростовое;Богоматерь (из деисусного чина)
58.0;Богоматерь (из деисусного чина);FALSE;98,5 х 64 см;;византийская школа;;;;Дерево, левкас, темпера;богоматерь;;;14.0;Сербия;Афон, монастырь Хиландар;Богоматерь;Поясное;
59.0;Богоматерь (из деисусного чина);TRUE;26,8 х 21,0 см;;московская школа;;;;Дерево, левкас, темпера, серебро, басма, чеканка, скань;богоматерь;;1501-1533;16.0;Россия;Частное собрание В.А. Бондаренко;Богоматерь;Поясное;
60.0;"Богоматерь (из композиции "" Распятие "")";TRUE;33,4 х 14,8 см;;;;;;Дерево, левкас, темпера;богоматерь;;1601-1610;17.0;Греция;Государственный Исторический музей, Москва;Богоматерь;Ростовое;
61.0;"Богоматерь (из композиции "" Распятие "")";FALSE;51 х 26,5 см;Онуфрий из Аргоса;;;;;Дерево, темпера;богоматерь;;1540-1560;16.0;Македония;Митрополия в Битоле;Богоматерь;Ростовое;
62.0;Богоматерь (на престоле, с предстоящими архангелами);FALSE;Диаметр 27,7 см;;старообрядческая школа;новгородская область;новгород;россия;Дерево, левкас, темпера;богоматерь, архангел михаил, архангел гавриил;;1501-1510;16.0;Россия;Государственный Русский музей, Санкт-Петербург;Богоматерь;Сюжетная композиция;
63.0;Богоматерь (оплечная);TRUE;35,5 x 31,5 см;;;;;;Дерево, левкас, темпера;богоматерь;;1591-1600;16.0;Крит;"Государственный историко-культурный музей-заповедник ""Московский Кремль""";Богоматерь;Оглавное или оплечное;
64.0;Богоматерь (оплечная);TRUE;46 х 36,5 см;Константин Палеокапас;;;;;Дерево, левкас, темпера;богоматерь;;1601-1650;17.0;Крит;Государственный музей изобразительных искусств имени А.С.Пушкина, Москва;Богоматерь;Оглавное или оплечное;
65.0;Богоматерь (оплечная);TRUE;45 х 34,7 х 1,7;;византийская школа;;;;Дерево, темпера;богоматерь;;1600;17.0;Крит;Собрание Велимезиса;Богоматерь;Оглавное или оплечное;
68.0;Богоматерь и Иоанн Богослов (на обороте Видение пророка Иезекииля и Аввакума);FALSE;93 х 61 см;Сербия;;;;;Дерево, темпера;богоматерь, апостол иоанн богослов;;1371;14.0;Болгария;Музей икон, София;Богоматерь;Ростовое;
69.0;Богоматерь с Младенцем (в рост);FALSE;29,5 х 23,5 см;;;афон;;;Дерево, темпера;богоматерь, младенец;;1401-1410;15.0;Греция;Афон, монастырь Пантократор;Богоматерь;Ростовое;
70.0;Богоматерь с Младенцем (в рост, с предстоящими архангелом и Николаем Чудотворцем);TRUE;32 х 26,8 см;;;афон;;;Дерево, левкас, темпера;богоматерь, младенец, архангел, святитель николай;;1591-1600;16.0;Греция;Государственный Исторический музей, Москва;Богоматерь;Многофигурное;
71.0;Богоматерь с Младенцем (в рост, с предстоящими ростовскими чудотворцами);TRUE;36 х 32 см;;;;;;Дерево, темпера;богоматерь, младенец, святитель николай, святитель иаков ростовский, святитель игнатий ростовский, святитель леонтий ростовский, святитель исаия ростовский, преподобный сергий радонежский, святитель алексий московский, преподобный зосима соловецкий, святитель исидор твердислов, преподобный святитель авраамий, апостол иоанн богослов, пророк иоанн предтеча, преподобный савватий соловецкий, никита столпник, великомученица екатерина;;1651-1700;17.0;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Богоматерь;Многофигурное;
74.0;Богоматерь с Младенцем (на престоле);FALSE;81,5 х 49 см;;византийская школа;;;;Дерево, левкас, темпера;богоматерь, младенец, ангелы;;1275-1300;13.0;Греция;Национальная галерея в Вашингтоне;Богоматерь;Тронное;
75.0;Богоматерь с Младенцем (на престоле);FALSE;;;византийская школа;;;;Дерево, левкас, темпера;богоматерь, младенец, ангелы;;1240-1260;13.0;Греция;Национальная галерея в Вашингтоне;Богоматерь;Тронное;
76.0;Богоматерь с Младенцем (на престоле);TRUE;214 х 142 см;Артемий Катунец;;;;;Дерево, темпера, серебро, чеканка, золочение;богоматерь, младенец;;1688;17.0;Россия;Государственный Владимиро-Суздальский историко-архитектурный и художественный музей-заповедник;Богоматерь;Тронное;
77.0;Богоматерь с Младенцем (на престоле);FALSE;114,5 х 49,7 см;;критская школа;;;;Дерево, темпера;богоматерь, младенец, ангелы;;;15.0;Греция;Афон, монастырь Пантократор;Богоматерь;Тронное;
78.0;Богоматерь с Младенцем (на престоле);FALSE;56,5 х 39,5 см;;;афон;;;Дерево, темпера;богоматерь, младенец;;;17.0;Греция;Афон, монастырь Пантократор;Богоматерь;Тронное;
79.0;Богоматерь с Младенцем (на престоле);TRUE;151 х 108 см;Андрей Лаврентьев, Иван Дерма Ярцев;;;;;Дерево, темпера, серебро, басма, золочение, оброн, эмаль;богоматерь, младенец;;1509;16.0;Россия;Софийский собор, Новгород;Богоматерь;Ростовое;
80.0;Богоматерь с Младенцем (на престоле);FALSE;173 х 100 см;Иван и Афанасий Шустовы;;;;;Дерево, темпера;богоматерь, младенец, ангелы;;1747;18.0;Россия;Государственный историко-архитектурный и художественный музей-заповедник «Новый Иерусалим»;Богоматерь;Сюжетная композиция;
81.0;Богоматерь с Младенцем (на престоле);FALSE;103 x 58,5 см;;;новгородская область;;россия;Дерево, темпера;богоматерь, младенец;;1701-1725;18.0;Россия;Новгородский государственный объединенный музей-заповедник;Богоматерь;Ростовое;
82.0;Богоматерь с Младенцем (на престоле);TRUE;88 х 70 х 2;;критская школа;;;;Дерево, темпера;богоматерь, младенец;;1501-1510;16.0;Крит;Собрание Велимезиса;Богоматерь;Ростовое;Спаситель и Богоматерь
83.0;Богоматерь с Младенцем (на престоле);FALSE;25,5 x 34 inc;;;;;;Дерево, левкас, темпера;богоматерь, младенец;;;15.0;Крит;Музей Бенаки, Афины;Богоматерь;Сюжетная композиция с клеймами;
84.0;Богоматерь с Младенцем (на престоле);FALSE;;Мануил Панселин;;;;;Фреска;богоматерь, младенец;;;11.0;Греция;Афон;Богоматерь;Тронное;
85.0;Богоматерь с Младенцем (на престоле);FALSE;164 х 90 см;Андреас Рицос;;;;;Дерево, левкас, темпера;богоматерь, младенец;;1451-1500;15.0;Греция;Монастырь Пантанаса, Мистра;Богоматерь;Сюжетная композиция;
86.0;Богоматерь с Младенцем (на престоле);TRUE;142,4 х 70,6 см;Богдан Соболев;;;;;Дерево, левкас, темпера;богоматерь, младенец;;1609;17.0;Россия;Сольвычегодский историко-художественный музей;Богоматерь;Тронное;
87.0;Богоматерь с Младенцем (на престоле);TRUE;105 х 56 см;Андреас Рицос;;;;;Дерево, левкас, темпера;богоматерь, младенец;;;15.0;Греция;Государственный Эрмитаж, Санкт-Петербург;Богоматерь;Тронное;
88.0;Богоматерь с Младенцем (на престоле);FALSE;106 х 66 см;Эммануил Тзанес;;;;;Дерево, левкас, темпера;богоматерь, младенец;;1664;17.0;Греция;Византийский и христианский музей, Афины;Богоматерь;Тронное;
89.0;Богоматерь с Младенцем (на престоле);FALSE;;;;;;;Дерево, левкас, темпера;богоматерь, младенец, ангелы;;;17.0;Греция;Византийский и христианский музей, Афины;Богоматерь;Тронное;
90.0;Богоматерь с Младенцем (на престоле);FALSE;75 x 51см;;;;;;Дерево, левкас, темпера;богоматерь, младенец, ангелы;;1701-1710;18.0;Греция;Византийский и христианский музей, Афины;Богоматерь;Тронное;
91.0;Богоматерь с Младенцем (на престоле, с избранными святыми);TRUE;98 х 31,6 см;;;;;;Дерево, левкас, темпера;богоматерь, младенец, святитель григорий двоеслов, папа римский, преподобный ефрем сирин, преподобный зосима пустынник, алексий человек божий, священномученик власий севастийский, священномученик антипа, преподобная мария египетская;;1640-1660;17.0;Россия;Сольвычегодский историко-художественный музей;Богоматерь;Ростовое с клеймами;
92.0;Богоматерь с Младенцем (на престоле, с предстоящим Никитой Новгородским);TRUE;31 х 26 см;;византийская школа;;;;Дерево, басма, скань;богоматерь, младенец, святитель никита новгородский;;1601-1650;17.0;Россия;Спасо-Преображенский Соловецкий монастырь;Богоматерь;Тронное;
94.0;Богоматерь с Младенцем (на престоле, с предстоящими Давидом и Соломоном);FALSE;60,8 х 60,9 см;;новгородская школа;;;;Дерево, паволока, левкас, серебро, басма, темпера, скань;богоматерь, младенец, царь и пророк давид, пророк соломон;;1560-1570;16.0;Россия;"Государственный историко-культурный музей-заповедник ""Московский Кремль""";Богоматерь;Ростовое;Соломон пророк
95.0;Богоматерь с Младенцем (на престоле, с предстоящими ангелами);FALSE;34,5 х 26 см;Синай;;;;;Дерево, темпера;богоматерь, младенец, архангел михаил, архангел гавриил;;;13.0;Египет;Монастырь святой Екатерины на Синае;Богоматерь;Тронное;
96.0;Богоматерь с Младенцем (на престоле, с предстоящими ангелами);FALSE;200 x 133 см;;византийская школа;;;;Дерево, энкаустика;богоматерь, младенец, ангелы;;691-700;7.0;Италия;Базилика Санта Мария ин Трастевере, Рим;Богоматерь;Тронное;Ангел (слева), Ангелы, Спаситель и Богоматерь (на престоле)
97.0;Богоматерь с Младенцем (на престоле, с предстоящими);FALSE;68,5 х 49,7 см;Монастырь Св.Екатерины на Синае;;;;;;богоматерь, младенец, ангелы, мученик;;;6.0;Египет;Монастырь святой Екатерины на Синае;Богоматерь;Многофигурное;Спаситель и Богоматерь
98.0;Богоматерь с Младенцем (на престоле, с предстоящими);FALSE;36 х 30,5 см;;строгановская школа;;;;Дерево, темпера;богоматерь, младенец, мученик никита, великомученица анастасия;;;16.0;Россия;Дом-музей П. Д. Корина (Государственная Третьяковская галерея);Богоматерь;Многофигурное;
99.0;Богоматерь с Младенцем (на престоле, с предстоящими);TRUE;84 x 66 см;;новгородская школа;;;;Дерево, левкас, темпера;богоматерь, младенец, ангелы, святитель николай, священномученик климент;;;14.0;Россия;Вологодский государственный историко-архитектурный и художественный музей-заповедник;Богоматерь;Тронное;
100.0;Иерусалимская;TRUE;111,5 х 84 см;;;;;;Дерево, темпера;спаситель, богоматерь;;1501-1550;16.0;Россия;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Богоматерь;Поясное;Богоматерь, Спаситель (Иерусалимская)
101.0;Богоматерь с Младенцем (поясная, с предстоящим Франциском Ассизским);FALSE;60 х 52 см;;;;;;Дерево, левкас, темпера;богоматерь, младенец, святой франциск ассизский;;1451-1500;15.0;Греция;Византийский и христианский музей, Афины;Богоматерь;Поясное;
102.0;Богоматерь с Младенцем;TRUE;21 х 17 см;Крит ;;;;;Дерево, левкас, темпера;богоматерь, младенец;;;15.0;Крит;Центральный музей древнерусской культуры и искусства имени Андрея Рублева, Москва;Богоматерь;Поясное;
103.0;Богоматерь с Младенцем;TRUE;;;итало-критская школа;;;балканы;Дерево, левкас, темпера;богоматерь, младенец;;;15.0;Балканы;Государственная Третьяковская галерея, Москва;Богоматерь;Поясное;
104.0;Богоматерь с Младенцем;FALSE;111 х 77,5 см;Мастерская северной Греции;;;;;Дерево, темпера;богоматерь, младенец;;1551-1600;16.0;Македония;Афон, монастырь Пантократор;Богоматерь;Поясное;
105.0;Богоматерь с Младенцем;FALSE;60 х 52,5 см;;;ярославская область;;россия;Дерево, темпера;богоматерь, младенец;;1551-1600;16.0;Россия;"Государственный музей-заповедник ""Ростовский Кремль""";Богоматерь;Поясное;
106.0;Богоматерь с Младенцем;TRUE;147,5 х 95,5 см;;;новгородская область;новгород;россия;Дерево, темпера;богоматерь, младенец;;1340-1350;14.0;Россия;Новгородский государственный объединенный музей-заповедник;Богоматерь;Ростовое;Богоматерь, Спаситель
107.0;Богоматерь с Младенцем;FALSE;34 х 23 см;;византийская школа;;;;Мозаика;богоматерь, младенец;;;12.0;Египет;Монастырь святой Екатерины на Синае;Богоматерь;Поясное;
108.0;Богоматерь с Младенцем;FALSE;209,5 x 91 см;Мина Лукич Колокольников;;;;;Дерево, масло;богоматерь, младенец, ангелы;;1740-1760;18.0;Россия;Санкт-Петербургская епархия;Богоматерь;Ростовое;
109.0;Богоматерь с Младенцем;FALSE;31,5 х 25,9 см;Афанасий Васильев;;;;;Дерево, масло;богоматерь, младенец;;1766;18.0;Россия;Частное собрание;Богоматерь;Поясное;
110.0;Богоматерь с Младенцем;FALSE;96,5 x 48 см;;;;;;Дерево, темпера;богоматерь, младенец;;1740-1760;18.0;Россия;Частное собрание;Богоматерь;Ростовое;
111.0;Богоматерь с Младенцем;FALSE;71,5 х 34,5 см;Иван Кендерский;;;;;Дерево, масло;богоматерь, младенец, ангелы;;1781;18.0;Россия;Частное собрание;Богоматерь;Ростовое;
112.0;Богоматерь с Младенцем;FALSE;116 x 70 см;Иван Иванов Богданов-Карбатовский, Иван Васильев Минин;;;;;Дерево, темпера;богоматерь, младенец;;1776;18.0;Россия;Музей икон Пресвятой Богородицы;Богоматерь;Ростовое;
113.0;Богоматерь с Младенцем;FALSE;;;;;;;Дерево, левкас, темпера;богоматерь, младенец;;;19.0;Россия;;Богоматерь;Поясное;
114.0;Богоматерь с Младенцем;FALSE;106,2 х 76 х 4,5;;;;мелник;болгария;Дерево, темпера;богоматерь, младенец;;1732;18.0;Болгария;Мельник, Болгария;Богоматерь;Поясное;
115.0;Богоматерь с Младенцем;FALSE;99 х 67,5 см;;;;;кипр;Дерево, левкас, темпера;богоматерь, младенец;;;13.0;Кипр;Храм святой Параскевы в Мутулласе, Кипр;Богоматерь;Поясное;
116.0;Богоматерь с Младенцем;FALSE;115 х 71,5 см;;;;;;Дерево, левкас, темпера;богоматерь, младенец;;;12.0;Греция;Византийский и христианский музей, Афины;Богоматерь;Поясное;Спаситель и Богоматерь
