статус;id;персоналии_файл1;персоналии_файл2;добавлено;удалено
изменено;1.0;саваоф, младенец, богоматерь, ангелы, апостол петр, преподобный антоний печерский, преподобный феодосий печерский, преподобный алипий печерский, моисей угрин, прохор, марк, конные и пешие воины;саваоф, младенец, богоматерь, ангелы, апостол петр, преподобный антоний печерский, преподобный феодосий печерский, преподобный алипий печерский, преподобный моисей угрин, прохор, марк, воины;воины, преподобный моисей угрин;конные и пешие воины, моисей угрин
в обоих файлах;2.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;3.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;4.0;младенец, богоматерь;младенец, богоматерь;;
изменено;5.0;младенец, богоматерь, архангел михаил, первомученик стефан, николай чудотворец, преподобная евдокия;младенец, богоматерь, архангел михаил, архидиакон стефан, святитель николай, преподобная евдокия;архидиакон стефан, святитель николай;николай чудотворец, первомученик стефан
изменено;6.0;младенец, богоматерь, ангелы, иоанн предтеча, пророк аарон, пророк исайя, пророк давид, пророк иезекииль, пророк илия, пророк иеремия, пророк самуил, пророк нафан, пророк елисей, три святые жены;младенец, богоматерь, ангелы, пророк иоанн предтеча, пророк аарон, пророк исаия, царь и пророк давид, пророк иезекииль, пророк илия, пророк иеремия, пророк самуил, пророк нафан, пророк елисей, жены мироносицы;жены мироносицы, пророк иоанн предтеча, пророк исаия, царь и пророк давид;иоанн предтеча, пророк давид, пророк исайя, три святые жены
в обоих файлах;7.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;8.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;9.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;10.0;младенец, богоматерь;младенец, богоматерь;;
изменено;11.0;богоматерь, ангел хранитель, святитель николай чудотворец, святитель  лев, папа римский;богоматерь, ангел хранитель, святитель николай, святитель лев, папа римский;святитель лев, святитель николай;святитель  лев, святитель николай чудотворец
в обоих файлах;12.0;богоматерь, святитель алексий московский, преподобный петр афонский;богоматерь, святитель алексий московский, преподобный петр афонский;;
в обоих файлах;13.0;младенец, богоматерь, молящиеся;младенец, богоматерь, молящиеся;;
изменено;14.0;богоматерь, младенец, иоанн предтеча, архангелы;богоматерь, младенец, пророк иоанн предтеча, архангелы;пророк иоанн предтеча;иоанн предтеча
изменено;15.0;богоматерь, младенец, иоанн предтеча, архангелы;богоматерь, младенец, пророк иоанн предтеча, архангелы;пророк иоанн предтеча;иоанн предтеча
в обоих файлах;16.0;богоматерь, алексий человек божий, святитель нифонт, преподобный илларион новый;богоматерь, алексий человек божий, святитель нифонт, преподобный илларион новый;;
изменено;17.0;младенец, богоматерь, иоанн предтеча, ангелы;младенец, богоматерь, пророк иоанн предтеча, ангелы;пророк иоанн предтеча;иоанн предтеча
в обоих файлах;19.0;богоматерь, младенец, святители ростовские;богоматерь, младенец, святители ростовские;;
в обоих файлах;20.0;младенец, богоматерь, ангелы, избранные святые;младенец, богоматерь, ангелы, избранные святые;;
в обоих файлах;21.0;младенец, богоматерь, святые;младенец, богоматерь, святые;;
в обоих файлах;22.0;младенец, богоматерь, благоверный князь андрей боголюбский;младенец, богоматерь, благоверный князь андрей боголюбский;;
в обоих файлах;23.0;богоматерь;богоматерь;;
в обоих файлах;24.0;богоматерь;богоматерь;;
в обоих файлах;25.0;богоматерь, служанка;богоматерь, служанка;;
в обоих файлах;26.0;богоматерь;богоматерь;;
в обоих файлах;27.0;богоматерь;богоматерь;;
в обоих файлах;28.0;богоматерь;богоматерь;;
в обоих файлах;29.0;богоматерь;богоматерь;;
в обоих файлах;30.0;богоматерь;богоматерь;;
в обоих файлах;31.0;богоматерь;богоматерь;;
в обоих файлах;32.0;богоматерь;богоматерь;;
в обоих файлах;33.0;богоматерь;богоматерь;;
в обоих файлах;34.0;богоматерь;богоматерь;;
в обоих файлах;35.0;богоматерь;богоматерь;;
в обоих файлах;36.0;богоматерь;богоматерь;;
в обоих файлах;37.0;богоматерь;богоматерь;;
в обоих файлах;38.0;богоматерь;богоматерь;;
в обоих файлах;39.0;богоматерь;богоматерь;;
в обоих файлах;40.0;богоматерь;богоматерь;;
в обоих файлах;41.0;богоматерь;богоматерь;;
в обоих файлах;42.0;богоматерь;богоматерь;;
в обоих файлах;43.0;богоматерь;богоматерь;;
в обоих файлах;44.0;богоматерь;богоматерь;;
в обоих файлах;45.0;богоматерь;богоматерь;;
в обоих файлах;46.0;богоматерь;богоматерь;;
в обоих файлах;47.0;богоматерь;богоматерь;;
в обоих файлах;48.0;богоматерь;богоматерь;;
в обоих файлах;49.0;богоматерь;богоматерь;;
в обоих файлах;50.0;богоматерь;богоматерь;;
в обоих файлах;51.0;богоматерь;богоматерь;;
в обоих файлах;52.0;богоматерь;богоматерь;;
в обоих файлах;53.0;богоматерь;богоматерь;;
в обоих файлах;54.0;богоматерь;богоматерь;;
в обоих файлах;55.0;богоматерь;богоматерь;;
в обоих файлах;56.0;богоматерь;богоматерь;;
в обоих файлах;57.0;богоматерь;богоматерь;;
в обоих файлах;58.0;богоматерь;богоматерь;;
в обоих файлах;59.0;богоматерь;богоматерь;;
в обоих файлах;60.0;богоматерь;богоматерь;;
в обоих файлах;61.0;богоматерь;богоматерь;;
в обоих файлах;62.0;богоматерь, архангел михаил, архангел гавриил;богоматерь, архангел михаил, архангел гавриил;;
в обоих файлах;63.0;богоматерь;богоматерь;;
в обоих файлах;64.0;богоматерь;богоматерь;;
в обоих файлах;65.0;богоматерь;богоматерь;;
изменено;68.0;богоматерь, апостол иоанн;богоматерь, апостол иоанн богослов;апостол иоанн богослов;апостол иоанн
в обоих файлах;69.0;богоматерь, младенец;богоматерь, младенец;;
изменено;70.0;богоматерь, младенец, архангел, святитель николай чудотворец;богоматерь, младенец, архангел, святитель николай;святитель николай;святитель николай чудотворец
изменено;71.0;богоматерь, младенец, святитель николай, святитель иаков ростовский, святитель игнатий ростовский, святитель леонтий ростовский, святитель исаия ростовский, преподобный сергий радонежский, святитель алексий московский, преподобный зосима соловецкий, святитель исидор твердислов, преподобный святитель авраамий, иоанн богослов, иоанн предтеча, преподобный савватий соловецкий, никита столпник, великомученица екатерина;богоматерь, младенец, святитель николай, святитель иаков ростовский, святитель игнатий ростовский, святитель леонтий ростовский, святитель исайя ростовский, преподобный сергий радонежский, святитель алексий московский, преподобный зосима соловецкий, блаженный исидор ростовский, святитель авраамий, апостол иоанн богослов, пророк иоанн предтеча, преподобный савватий соловецкий, преподобный никита столпник переславский, великомученица екатерина;апостол иоанн богослов, блаженный исидор ростовский, преподобный никита столпник переславский, пророк иоанн предтеча, святитель авраамий, святитель исайя ростовский;иоанн богослов, иоанн предтеча, никита столпник, преподобный святитель авраамий, святитель исаия ростовский, святитель исидор твердислов
в обоих файлах;74.0;богоматерь, младенец, ангелы;богоматерь, младенец, ангелы;;
в обоих файлах;75.0;богоматерь, младенец, ангелы;богоматерь, младенец, ангелы;;
в обоих файлах;76.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;77.0;богоматерь, младенец, ангелы;богоматерь, младенец, ангелы;;
в обоих файлах;78.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;79.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;80.0;богоматерь, младенец, ангелы;богоматерь, младенец, ангелы;;
в обоих файлах;81.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;82.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;83.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;84.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;85.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;86.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;87.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;88.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;89.0;богоматерь, младенец, ангелы;богоматерь, младенец, ангелы;;
в обоих файлах;90.0;богоматерь, младенец, ангелы;богоматерь, младенец, ангелы;;
в обоих файлах;91.0;богоматерь, младенец, святитель григорий двоеслов, папа римский, преподобный ефрем сирин, преподобный зосима пустынник, алексий человек божий, священномученик власий, священномученик антипа, преподобная мария египетская;богоматерь, младенец, святитель григорий двоеслов, папа римский, преподобный ефрем сирин, преподобный зосима пустынник, алексий человек божий, священномученик власий, священномученик антипа, преподобная мария египетская;;
в обоих файлах;92.0;богоматерь, младенец, святитель никита новгородский;богоматерь, младенец, святитель никита новгородский;;
изменено;94.0;богоматерь, младенец, пророк давид, пророк соломон;богоматерь, младенец, царь и пророк давид, пророк соломон;царь и пророк давид;пророк давид
в обоих файлах;95.0;богоматерь, младенец, архангел михаил, архангел гавриил;богоматерь, младенец, архангел михаил, архангел гавриил;;
в обоих файлах;96.0;богоматерь, младенец, ангелы;богоматерь, младенец, ангелы;;
изменено;97.0;богоматерь, младенец, ангелы, мученик;богоматерь, младенец, ангелы;;мученик
изменено;98.0;богоматерь, младенец, мученик никита, великомученица анастасия;богоматерь, младенец, мученик никита, великомученица анастасия узорешительница;великомученица анастасия узорешительница;великомученица анастасия
в обоих файлах;99.0;богоматерь, младенец, ангелы, святитель николай, священномученик климент;богоматерь, младенец, ангелы, святитель николай, священномученик климент;;
в обоих файлах;100.0;спаситель, богоматерь;спаситель, богоматерь;;
изменено;101.0;богоматерь, младенец, святой франциск ассизский;богоматерь, младенец, преподобный франциск ассизский;преподобный франциск ассизский;святой франциск ассизский
в обоих файлах;102.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;103.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;104.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;105.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;106.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;107.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;108.0;богоматерь, младенец, ангелы;богоматерь, младенец, ангелы;;
в обоих файлах;109.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;110.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;111.0;богоматерь, младенец, ангелы;богоматерь, младенец, ангелы;;
в обоих файлах;112.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;113.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;114.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;115.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;116.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;117.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;118.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;119.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;120.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;121.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;122.0;богоматерь, младенец, ангелы;богоматерь, младенец, ангелы;;
в обоих файлах;123.0;богоматерь, младенец, ангелы;богоматерь, младенец, ангелы;;
в обоих файлах;124.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;125.0;богоматерь, младенец, ангелы;богоматерь, младенец, ангелы;;
в обоих файлах;126.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;127.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;128.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;129.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;130.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;131.0;богоматерь, младенец;богоматерь, младенец;;
изменено;132.0;богоматерь великая панагия, свт. николай, вмч. георгий;богоматерь, святитель николай, великомученик георгий;богоматерь, великомученик георгий, святитель николай;богоматерь великая панагия, вмч. георгий, свт. николай
изменено;133.0;спаситель, богородица, ангелы;спаситель, богоматерь, ангелы;богоматерь;богородица
в обоих файлах;134.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;135.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;136.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;137.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;138.0;богоматерь, младенец;богоматерь, младенец;;
изменено;139.0;спаситель, богоматерь, апостол иаков, преп.ксения;спаситель, богоматерь, апостол иаков, преподобная ксения;преподобная ксения;преп.ксения
в обоих файлах;140.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;141.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;142.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;143.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;144.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;145.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;146.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;147.0;спаситель, богоматерь, святитель василий великий, праведная соломония;спаситель, богоматерь, святитель василий великий, праведная соломония;;
в обоих файлах;148.0;богоматерь, младенец;богоматерь, младенец;;
изменено;149.0;спаситель, богоматерь, архангел михаил, архангел гавриил, святитель силуан, святитель андрей критский, архидиакон стефан, преподобный пимен, мученик феодор тирон, преподобная мария египетская, прпеподобная феврония муромская;спаситель, богоматерь, архангел михаил, архангел гавриил, святитель силуан, святитель андрей критский, архидиакон стефан, преподобный пимен, великомученик феодор тирон, преподобная мария египетская, преподобная феврония муромская;великомученик феодор тирон, преподобная феврония муромская;мученик феодор тирон, прпеподобная феврония муромская
изменено;150.0;младенец, богоматерь, архангел михаил, архангел гавриил, пророк илия, апостол петр, мученик феодор тирон, святитель николай мирликийский, мученица татиана, апостол павел, апостол иоанн богослов, великомученик феодор стратилат, митрополит алексий московский, мученица анастасия;младенец, богоматерь, архангел михаил, архангел гавриил, пророк илия, апостол петр, великомученик феодор тирон, святитель николай, мученица татиана, апостол павел, апостол иоанн богослов, великомученик феодор стратилат, святитель алексий московский, мученица анастасия;великомученик феодор тирон, святитель алексий московский, святитель николай;митрополит алексий московский, мученик феодор тирон, святитель николай мирликийский
изменено;152.0;спаситель, богородица, св. симеон богоприимец, алексий человек божий, прав. прокопий устюжский, св. иоанн устюжский, вмч. екатерина, преп. феодора;спаситель, богоматерь, праведный симеон богоприимец, алексий человек божий, праведный прокопий устюжский, праведный иоанн устюжский, великомученица екатерина, феодора;богоматерь, великомученица екатерина, праведный иоанн устюжский, праведный прокопий устюжский, праведный симеон богоприимец, феодора;богородица, вмч. екатерина, прав. прокопий устюжский, преп. феодора, св. иоанн устюжский, св. симеон богоприимец
в обоих файлах;153.0;младенец, богоматерь;младенец, богоматерь;;
изменено;155.0;младенец-христос, богородица, митрополиты петр, алексий, иона архидьякон стефан.;младенец, богоматерь, святитель петр московский, святитель алексий московский, святитель иона московский, архидиакон стефан;архидиакон стефан, богоматерь, младенец, святитель алексий московский, святитель иона московский, святитель петр московский;алексий, богородица, иона архидьякон стефан., митрополиты петр, младенец-христос
в обоих файлах;156.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;157.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;158.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;159.0;богоматерь, младенец;богоматерь, младенец;;
изменено;160.0;спаситель, богородица, ангелы;спаситель, богоматерь, ангелы;богоматерь;богородица
в обоих файлах;161.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;162.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;163.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;164.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;165.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;166.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;167.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;168.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;169.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;170.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;171.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;172.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;173.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;174.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;175.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;176.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;177.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;178.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;179.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;180.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;181.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;182.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;183.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;184.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;185.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;186.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;187.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;188.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;189.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;190.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;191.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;192.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;193.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;194.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;195.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;196.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;197.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;198.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;199.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;200.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;201.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;202.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;203.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;204.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;205.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;206.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;207.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;208.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;209.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;210.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;211.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;212.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;213.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;214.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;215.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;216.0;младенец, богоматерь;младенец, богоматерь;;
изменено;217.0;спаистель, богоматерь;спаситель, богоматерь;спаситель;спаистель
в обоих файлах;218.0;младенец, богоматерь;младенец, богоматерь;;
изменено;219.0;спаситель, богородица, прор. моисей, свт. евфимий;спаситель, богоматерь, пророк моисей, евфимий;богоматерь, евфимий, пророк моисей;богородица, прор. моисей, свт. евфимий
изменено;220.0;спаситель, богоматерь, апостол филипп, священномученик ипатий гангрский;спаситель, богоматерь, апостол филипп, священномученик ипатий;священномученик ипатий;священномученик ипатий гангрский
изменено;221.0;спаситель, богоматерь, ангелы, преподобный сергий радонежский, священномученик антипа пергамский, святитель феодор сикеот, пеподобный варлаам хутынский, пророк иоанн предтеча, апостол прохор;спаситель, богоматерь, ангелы, преподобный сергий радонежский, священномученик антипа, святитель феодор сикеот, преподобный варлаам хутынский, пророк иоанн предтеча, апостол прохор;преподобный варлаам хутынский, священномученик антипа;пеподобный варлаам хутынский, священномученик антипа пергамский
в обоих файлах;222.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;223.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;224.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;225.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;226.0;спаситель, богоматерь, ангелы, святитель григорий декаполит, преподобный сергий радонежский, преподобный макарий унженский, преподобный иаков железноборовский;спаситель, богоматерь, ангелы, святитель григорий декаполит, преподобный сергий радонежский, преподобный макарий унженский, преподобный иаков железноборовский;;
в обоих файлах;227.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;228.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;229.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;230.0;спаситель, богоматерь, скорбящие;спаситель, богоматерь, скорбящие;;
в обоих файлах;231.0;спаситель, богоматерь, скорбящие;спаситель, богоматерь, скорбящие;;
в обоих файлах;232.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;233.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;234.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;235.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;236.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;237.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;238.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;239.0;спаситель, богоматерь, ангелы;спаситель, богоматерь, ангелы;;
в обоих файлах;240.0;;;;
в обоих файлах;241.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;242.0;спаситель, богоматерь, ангелы, молящиеся;спаситель, богоматерь, ангелы, молящиеся;;
в обоих файлах;243.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;244.0;младенец, богоматерь;младенец, богоматерь;;
изменено;245.0;спаситель, богородица, вмч. никита, мц. евпраксия;спаситель, богоматерь, великомученик никита, евпраксия;богоматерь, великомученик никита, евпраксия;богородица, вмч. никита, мц. евпраксия
в обоих файлах;246.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;247.0;спаситель, богоматерь, ангел;спаситель, богоматерь, ангел;;
в обоих файлах;248.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;249.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;250.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;251.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;252.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;253.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;254.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;255.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;256.0;младенец, богоматерь;младенец, богоматерь;;
в обоих файлах;257.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;258.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;259.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;260.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;261.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;262.0;богоматерь, младенец;богоматерь, младенец;;
в обоих файлах;263.0;спаситель, богоматерь;спаситель, богоматерь;;
в обоих файлах;264.0;спаситель, богоматерь;спаситель, богоматерь;;
изменено;265.0;спаситель, богородица, ап.иоанн богослов, ап. павел, ап. петр, иоанн креститель, прав.иосиф обручник, прав.иоаким, прав.анна, адам, ева, прав. симеон богоприимец, анна пророчица, прор.захария, прав.елисавета, прор. аарон, прор.моисей, прав.иаков , прор.иезекииль, прор.давид, прор.исайя, прор.даниил, прор. валаам, прор. аввакум, прор.соломон, прав. гедеон;спаситель, богоматерь, апостол иоанн богослов, павел, петр, пророк иоанн предтеча, праведный иосиф обручник, праведный иоаким, праведная анна пророчица, праотец адам, праматерь ева, праведный симеон богоприимец, пророк захария, праведная елисавета, пророк аарон, пророк моисей, праведный иаков, пророк иезекииль, царь и пророк давид, пророк исаия, пророк даниил, пророк валаам, пророк аввакум, пророк соломон, пророк гедеон;апостол иоанн богослов, богоматерь, павел, петр, праведная анна пророчица, праведная елисавета, праведный иаков, праведный иоаким, праведный иосиф обручник, праведный симеон богоприимец, праматерь ева, праотец адам, пророк аарон, пророк аввакум, пророк валаам, пророк гедеон, пророк даниил, пророк захария, пророк иезекииль, пророк иоанн предтеча, пророк исаия, пророк моисей, пророк соломон, царь и пророк давид;адам, анна пророчица, ап. павел, ап. петр, ап.иоанн богослов, богородица, ева, иоанн креститель, прав. гедеон, прав. симеон богоприимец, прав.анна, прав.елисавета, прав.иаков, прав.иоаким, прав.иосиф обручник, прор. аарон, прор. аввакум, прор. валаам, прор.давид, прор.даниил, прор.захария, прор.иезекииль, прор.исайя, прор.моисей, прор.соломон
