статус;id;персоналии_файл1;персоналии_файл2;добавлено;удалено
в обоих файлах;1805.0;преподобный серафим саровский;преподобный серафим саровский;;
в обоих файлах;1806.0;преподобный серафим саровский;преподобный серафим саровский;;
в обоих файлах;1807.0;преподобный серафим саровский;преподобный серафим саровский;;
в обоих файлах;1808.0;преподобный сергий радонежский;преподобный сергий радонежский;;
изменено;1809.0;святитель леонтий ростовский, святитель исайя ростовский, святитель игнатий ростовский, преподобный авраамий ростовский, преподобный сергий радонежский, юродивый исидор, юродивый максим;святитель леонтий ростовский, святитель исайя ростовский, святитель игнатий ростовский, преподобный авраамий ростовский, преподобный сергий радонежский, блаженный исидор ростовский, юродивый максим;блаженный исидор ростовский;юродивый исидор
в обоих файлах;1810.0;преподобный сергий радонежский;преподобный сергий радонежский;;
в обоих файлах;1811.0;преподобный сергий радонежский;преподобный сергий радонежский;;
в обоих файлах;1812.0;преподобный сергий радонежский;преподобный сергий радонежский;;
в обоих файлах;1813.0;преподобный сергий радонежский;преподобный сергий радонежский;;
в обоих файлах;1814.0;;;;
в обоих файлах;1815.0;преподобный сергий радонежский, преподобный антоний римлянин, преподобный савва вишерский;преподобный сергий радонежский, преподобный антоний римлянин, преподобный савва вишерский;;
в обоих файлах;1816.0;преподобный сергий радонежский;преподобный сергий радонежский;;
в обоих файлах;1817.0;преподобный сергий радонежский;преподобный сергий радонежский;;
в обоих файлах;1818.0;преподобный сергий радонежский;преподобный сергий радонежский;;
в обоих файлах;1819.0;преподобный сергий радонежский;преподобный сергий радонежский;;
в обоих файлах;1820.0;преподобный сергий радонежский;преподобный сергий радонежский;;
в обоих файлах;1821.0;преподобный сергий радонежский;преподобный сергий радонежский;;
в обоих файлах;1822.0;преподобный сергий радонежский;преподобный сергий радонежский;;
в обоих файлах;1823.0;преподобный сергий радонежский;преподобный сергий радонежский;;
в обоих файлах;1824.0;преподобный сергий радонежский;преподобный сергий радонежский;;
в обоих файлах;1825.0;преподобный сергий шухтовский;преподобный сергий шухтовский;;
в обоих файлах;1826.0;мученик сергий, мученик вакх;мученик сергий, мученик вакх;;
в обоих файлах;1827.0;спаситель, преподобный сергий радонежский, преподобный никон радонежский;спаситель, преподобный сергий радонежский, преподобный никон радонежский;;
в обоих файлах;1828.0;мученик сергий;мученик сергий;;
в обоих файлах;1829.0;спаситель, богоматерь, сивилла тибуртинская;спаситель, богоматерь, сивилла тибуртинская;;
в обоих файлах;1830.0;преподобный силуан афонский;преподобный силуан афонский;;
в обоих файлах;1831.0;сильвестр,святитель;сильвестр, святитель;;
в обоих файлах;1832.0;праведный симеон богоприимец;праведный симеон богоприимец;;
в обоих файлах;1833.0;праведный симеон богоприимец;праведный симеон богоприимец;;
в обоих файлах;1834.0;;;;
в обоих файлах;1835.0;праведный симеон верхотурский;праведный симеон верхотурский;;
в обоих файлах;1836.0;преподобный симеон столпник, преподобный давид солунский;преподобный симеон столпник, преподобный давид солунский;;
в обоих файлах;1837.0;преподобный симеон столпник, преподобный даниил столпник;преподобный симеон столпник, преподобный даниил столпник;;
в обоих файлах;1838.0;преподобный симеон столпник;преподобный симеон столпник;;
в обоих файлах;1839.0;преподобный симеон столпник;преподобный симеон столпник;;
в обоих файлах;1840.0;преподобный симеон столпник;преподобный симеон столпник;;
в обоих файлах;1841.0;спаситель, богоматерь, преподобный симеон столпник;спаситель, богоматерь, преподобный симеон столпник;;
в обоих файлах;1842.0;;;;
в обоих файлах;1843.0;преподобный симеон столпник;преподобный симеон столпник;;
в обоих файлах;1844.0;преподобный симеон столпник, апостол иоанн богослов, апостол филипп;преподобный симеон столпник, апостол иоанн богослов, апостол филипп;;
в обоих файлах;1845.0;преподобный симеон столпник, преподобный харитон великий исповедник, апостол иоанн богослов;преподобный симеон столпник, преподобный харитон великий исповедник, апостол иоанн богослов;;
изменено;1846.0;симеон столпник;преподобный симеон столпник;преподобный симеон столпник;симеон столпник
в обоих файлах;1847.0;преподобный симеон столпник;преподобный симеон столпник;;
в обоих файлах;1848.0;;;;
в обоих файлах;1849.0;преподобный сисой великий;преподобный сисой великий;;
в обоих файлах;1850.0;спаситель, преподобный макарий унженский, преподобный авраамий галичский, преподобный тихон лухский, преподобный геннадий костромской, преподобный ферапонт монзенский, преподобный пахомий нерехтский, преподобный иаков железноборовский, преподобный варнава ветлужский, преподобный паисий галичский;спаситель, преподобный макарий унженский, преподобный авраамий галичский, преподобный тихон лухский, преподобный геннадий костромской, преподобный ферапонт монзенский, преподобный пахомий нерехтский, преподобный иаков железноборовский, преподобный варнава ветлужский, преподобный паисий галичский;;
изменено;1851.0;спаситель, богоматерь, святитель никита затворник, святитель нифонт новгородский, святитель илия, преподобный антоний дымский, благоверный князь александр невский, святитель феоктист новгородский, преподобный сергий валаамский, преподобный герман валаамский, святитель моисей новгородский, преподобный иаков омучский, преподобный феофил омучский, преподобный корнилий палеостровский, преподобный арсений коневский, святитель евфимий, святитель иона новгородский, блаженный георгий шенкурский, святитель серапион новгородский, преподобный макарий оредежский, преподобный александр свирский, преподобномученик адриан ондрусовский, преподобный киприан сторожевский, преподобный макарий римлянин, преподобный мартирий зеленецкий;спаситель, богоматерь, святитель никита затворник, святитель нифонт новгородский, святитель илия, преподобный антоний дымский, благоверный князь александр невский, святитель феоктист новгородский, преподобный сергий валаамский, преподобный герман валаамский, святитель моисей новгородский, преподобный иаков омучский, преподобный феофил омучский, преподобный корнилий палеостровский, преподобный арсений коневский, святитель евфимий новгородский, святитель иона новгородский, блаженный георгий шенкурский, святитель серапион новгородский, преподобный макарий оредежский, преподобный александр свирский, преподобномученик адриан ондрусовский, преподобный киприан сторожевский, преподобный макарий римлянин, преподобный мартирий зеленецкий;святитель евфимий новгородский;святитель евфимий
изменено;1852.0;спаситель, богоматерь, иоанн креститель, апостол петр, апостол андрей, апостол иоанн, апостол иаков зеведеев, апостол филипп, апостол варфоломей, апостол матфей, апостол фома, апостол иаков алфеев, апостол фаддей, апостол симон кананит, апостол матфий;спаситель, богоматерь, пророк иоанн предтеча, апостол петр, апостол андрей первозванный, апостол иоанн богослов, апостол иаков зеведеев, апостол филипп, апостол варфоломей, апостол матфей, апостол фома, апостол иаков алфеев, апостол фаддей, апостол симон, апостол матфий;апостол андрей первозванный, апостол иоанн богослов, апостол симон, пророк иоанн предтеча;апостол андрей, апостол иоанн, апостол симон кананит, иоанн креститель
изменено;1853.0;апостол петр, апостол андрей, апостол иоанн, апостол иаков зеведеев, апостол филипп, апостол варфоломей, апостол матфей, апостол фома, апостол иаков алфеев, апостол фаддей, апостол симон кананит, апостол матфий;апостол петр, апостол андрей первозванный, апостол иоанн богослов, апостол иаков зеведеев, апостол филипп, апостол варфоломей, апостол матфей, апостол фома, апостол иаков алфеев, апостол фаддей, апостол симон, апостол матфий;апостол андрей первозванный, апостол иоанн богослов, апостол симон;апостол андрей, апостол иоанн, апостол симон кананит
изменено;1854.0;апостол петр, апостол андрей, апостол иоанн, апостол иаков зеведеев, апостол филипп, апостол варфоломей, апостол матфей, апостол фома, апостол иаков алфеев, апостол фаддей, апостол симон кананит, апостол матфий;апостол петр, апостол андрей первозванный, апостол иоанн богослов, апостол иаков зеведеев, апостол филипп, апостол варфоломей, апостол матфей, апостол фома, апостол иаков алфеев, апостол фаддей, апостол симон, апостол матфий;апостол андрей первозванный, апостол иоанн богослов, апостол симон;апостол андрей, апостол иоанн, апостол симон кананит
в обоих файлах;1855.0;;;;
в обоих файлах;1856.0;пророк соломон;пророк соломон;;
в обоих файлах;1857.0;пророк соломон;пророк соломон;;
в обоих файлах;1858.0;пророк соломон;пророк соломон;;
в обоих файлах;1859.0;пророк соломон;пророк соломон;;
в обоих файлах;1860.0;пророк соломон;пророк соломон;;
в обоих файлах;1861.0;спаситель, ангелы, апостолы, пророк соломон, пророк илия, пророк моисей;спаситель, ангелы, апостолы, пророк соломон, пророк илия, пророк моисей;;
изменено;1862.0;спаситель, богородица, ангелы, жены-мироносицы, апостол иоанн богослов, сотник лонгин, пророк соломон;спаситель, богоматерь, ангелы, жены мироносицы, апостол иоанн богослов, мученик лонгин сотник, пророк соломон;богоматерь, жены мироносицы, мученик лонгин сотник;богородица, жены-мироносицы, сотник лонгин
изменено;1863.0;соломон, пророк.;пророк соломон;пророк соломон;пророк., соломон
изменено;1864.0;сорок севастийский мучеников;сорок мучеников севастийских;сорок мучеников севастийских;сорок севастийский мучеников
изменено;1865.0;сорок севастийских мучеников;сорок мучеников севастийских;сорок мучеников севастийских;сорок севастийских мучеников
изменено;1866.0;сорок севастийских мучеников;сорок мучеников севастийских;сорок мучеников севастийских;сорок севастийских мучеников
изменено;1867.0;сорок севастийских мучеников;сорок мучеников севастийских;сорок мучеников севастийских;сорок севастийских мучеников
изменено;1868.0;сорок севастийских мучеников;сорок мучеников севастийских;сорок мучеников севастийских;сорок севастийских мучеников
изменено;1869.0;сорок севастийских мучеников;сорок мучеников севастийских;сорок мучеников севастийских;сорок севастийских мучеников
изменено;1870.0;сорок севастийских мучеников;сорок мучеников севастийских;сорок мучеников севастийских;сорок севастийских мучеников
изменено;1871.0;сорок севастийских мучеников;сорок мучеников севастийских;сорок мучеников севастийских;сорок севастийских мучеников
в обоих файлах;1872.0;пророк софония, пророк аввакум;пророк софония, пророк аввакум;;
в обоих файлах;1873.0;пророк софония, пророк нафан;пророк софония, пророк нафан;;
в обоих файлах;1874.0;святитель спиридон тримифунтский;святитель спиридон тримифунтский;;
изменено;1875.0;стефан махрищский;преподобный стефан махрищский;преподобный стефан махрищский;стефан махрищский
в обоих файлах;1876.0;святитель стефан пермский;святитель стефан пермский;;
в обоих файлах;1877.0;архидиакон стефан;архидиакон стефан;;
изменено;1878.0;первомученик и архидиакон стефан;архидиакон стефан;архидиакон стефан;первомученик и архидиакон стефан
изменено;1879.0;первомученик стефан;архидиакон стефан;архидиакон стефан;первомученик стефан
изменено;1880.0;первомученик и архидиакон стефан;архидиакон стефан;архидиакон стефан;первомученик и архидиакон стефан
в обоих файлах;1881.0;;;;
изменено;1882.0;первомученик и архидиакон стефан;архидиакон стефан;архидиакон стефан;первомученик и архидиакон стефан
изменено;1883.0;первомученик и архидиакон стефан;архидиакон стефан;архидиакон стефан;первомученик и архидиакон стефан
изменено;1884.0;первомученик и архидиакон стефан;архидиакон стефан;архидиакон стефан;первомученик и архидиакон стефан
в обоих файлах;1885.0;спаситель, мученица стефанида дамасская;спаситель, мученица стефанида дамасская;;
в обоих файлах;1886.0;благоверная царица тамара;благоверная царица тамара;;
в обоих файлах;1887.0;святитель тихон задонский;святитель тихон задонский;;
в обоих файлах;1888.0;святитель тихон задонский;святитель тихон задонский;;
в обоих файлах;1889.0;святитель тихон задонский;святитель тихон задонский;;
изменено;1890.0;трифон, мч.;мученик трифон;мученик трифон;мч., трифон
в обоих файлах;1891.0;мученик фанурий;мученик фанурий;;
в обоих файлах;1892.0;благоверная княгиня феврония муромская;благоверная княгиня феврония муромская;;
в обоих файлах;1893.0;святитель феодор ростовский;святитель феодор ростовский;;
в обоих файлах;1894.0;преподобный феодор сикеот;преподобный феодор сикеот;;
в обоих файлах;1895.0;великомученик феодор стратилат, мученица агафья;великомученик феодор стратилат, мученица агафья;;
в обоих файлах;1896.0;великомученик феодор стратилат;великомученик феодор стратилат;;
в обоих файлах;1897.0;великомученик феодор стратилат;великомученик феодор стратилат;;
изменено;1898.0;мученики феодор стратилат и феодор тирон;великомученик феодор стратилат, великомученик феодор тирон;великомученик феодор стратилат, великомученик феодор тирон;мученики феодор стратилат и феодор тирон
изменено;1899.0;мученики феодор стратилат и феодор тирон;великомученик феодор стратилат, великомученик феодор тирон;великомученик феодор стратилат, великомученик феодор тирон;мученики феодор стратилат и феодор тирон
в обоих файлах;1900.0;великомученик феодор стратилат;великомученик феодор стратилат;;
в обоих файлах;1901.0;преподобный феодор студит;преподобный феодор студит;;
в обоих файлах;1902.0;преподобный феодор студит, преподобный феодосий великий, преподобный ефрем сирин;преподобный феодор студит, преподобный феодосий великий, преподобный ефрем сирин;;
в обоих файлах;1903.0;преподобный феодор студит, преподобный феодосий великий, преподобный ефрем сирин;преподобный феодор студит, преподобный феодосий великий, преподобный ефрем сирин;;
изменено;1905.0;св. феодор тирон;феодор тирон;феодор тирон;св. феодор тирон
изменено;1906.0;мученик феодор тирон;великомученик феодор тирон;великомученик феодор тирон;мученик феодор тирон
в обоих файлах;1907.0;великомученик феодор тирон;великомученик феодор тирон;;
в обоих файлах;1908.0;великомученик феодор тирон;великомученик феодор тирон;;
в обоих файлах;1909.0;великомученик феодор тирон;великомученик феодор тирон;;
в обоих файлах;1910.0;праведный воин феодор ушаков;праведный воин феодор ушаков;;
изменено;1911.0;спаситель, богоматерь, ангелы, феодор ярославский, давид ярославский, константин ярославский, василий ярославский, константин ярославский;спаситель, богоматерь, ангелы, благоверный князь феодор ярославский, благоверный князь давид ярославский, благоверный князь константин ярославский, василий ярославский;благоверный князь давид ярославский, благоверный князь константин ярославский, благоверный князь феодор ярославский;давид ярославский, константин ярославский, константин ярославский, феодор ярославский
изменено;1912.0;василий, константин, федор, давид и константин, благоверные князья ростовские;василий, равноапостольный константин великий, великомученик феодор, благоверный князь давид ярославский, благоверный князь константин ярославский, благоверные князья ростовские;благоверный князь давид ярославский, благоверный князь константин ярославский, великомученик феодор, равноапостольный константин великий;давид и константин, константин, федор
в обоих файлах;1913.0;благоверный князь феодор ярославич новгородский;благоверный князь феодор ярославич новгородский;;
изменено;1914.0;иператрица феодора;императрица феодора;императрица феодора;иператрица феодора
в обоих файлах;1915.0;феодосий великий;феодосий великий;;
в обоих файлах;1916.0;преподобный феодосий великий;преподобный феодосий великий;;
изменено;1917.0;феодосий печерский;преподобный феодосий печерский;преподобный феодосий печерский;феодосий печерский
в обоих файлах;1918.0;преподобный феодосий тотемский;преподобный феодосий тотемский;;
в обоих файлах;1919.0;спаситель, преподобный феодосий тотемский;спаситель, преподобный феодосий тотемский;;
в обоих файлах;1920.0;;;;
в обоих файлах;1921.0;святитель феодосий черниговский;святитель феодосий черниговский;;
в обоих файлах;1922.0;святитель феодосий черниговский;святитель феодосий черниговский;;
в обоих файлах;1923.0;преподобномученица феодосия;преподобномученица феодосия;;
в обоих файлах;1924.0;преподобномученица феодосия;преподобномученица феодосия;;
в обоих файлах;1925.0;преподобномученица феодосия;преподобномученица феодосия;;
в обоих файлах;1926.0;спаситель, исповедник феодот киринейский, святитель арсений тверской;спаситель, исповедник феодот киринейский, святитель арсений тверской;;
изменено;1927.0;преп. ферапонт лужецкий;ферапонт лужецкий;ферапонт лужецкий;преп. ферапонт лужецкий
в обоих файлах;1928.0;преподобный ферапонт монзенский;преподобный ферапонт монзенский;;
в обоих файлах;1929.0;святитель филарет киевский;святитель филарет киевский;;
в обоих файлах;1930.0;святитель филарет московский;святитель филарет московский;;
в обоих файлах;1931.0;святитель филарет московский;святитель филарет московский;;
изменено;1932.0;преп. филипп ирапский;филипп ирапский;филипп ирапский;преп. филипп ирапский
в обоих файлах;1933.0;святитель филипп;святитель филипп;;
в обоих файлах;1934.0;святитель филипп московский, преподобный зосима соловецкий, преподобный савватий соловецкий;святитель филипп московский, преподобный зосима соловецкий, преподобный савватий соловецкий;;
в обоих файлах;1935.0;апостол филипп;апостол филипп;;
изменено;1936.0;апостол филипп, священномученик ипатий гангрский;апостол филипп, священномученик ипатий;священномученик ипатий;священномученик ипатий гангрский
в обоих файлах;1937.0;апостол филипп;апостол филипп;;
в обоих файлах;1938.0;апостол филипп;апостол филипп;;
в обоих файлах;1939.0;апостол филипп, великомученик феодор стратилат, великомученик димитрий солунский;апостол филипп, великомученик феодор стратилат, великомученик димитрий солунский;;
в обоих файлах;1940.0;архидиакон филипп;архидиакон филипп;;
в обоих файлах;1941.0;святитель филипп московский, святитель иона московский;святитель филипп московский, святитель иона московский;;
в обоих файлах;1942.0;архангел михаил, мученик флор, мученик лавр;архангел михаил, мученик флор, мученик лавр;;
в обоих файлах;1943.0;архангел михаил, мученик флор, мученик лавр;архангел михаил, мученик флор, мученик лавр;;
в обоих файлах;1944.0;архангел михаил, мученик флор, мученик лавр;архангел михаил, мученик флор, мученик лавр;;
в обоих файлах;1945.0;спаситель, архангел михаил, мученик флор, мученик лавр;спаситель, архангел михаил, мученик флор, мученик лавр;;
в обоих файлах;1946.0;архангел михаил, мученик флор, мученик лавр;архангел михаил, мученик флор, мученик лавр;;
в обоих файлах;1947.0;архангел михаил, мученик флор, мученик лавр;архангел михаил, мученик флор, мученик лавр;;
в обоих файлах;1948.0;мученик флор, мученик лавр;мученик флор, мученик лавр;;
в обоих файлах;1949.0;спаситель, мученик флор, мученик лавр;спаситель, мученик флор, мученик лавр;;
изменено;1950.0;мученик флор, мученик лавр, священномученик власий севастийский, святитель спиридон тримифунтский;мученик флор, мученик лавр, святитель власий кесарийский, святитель спиридон тримифунтский;святитель власий кесарийский;священномученик власий севастийский
изменено;1951.0;флор, лавр;мученик флор, мученик лавр;мученик лавр, мученик флор;лавр, флор
в обоих файлах;1952.0;апостол фома;апостол фома;;
в обоих файлах;1953.0;апостол фома;апостол фома;;
в обоих файлах;1954.0;апостол фома;апостол фома;;
в обоих файлах;1955.0;;;;
изменено;1956.0;священномученик харалампий магнезийский, святитель николай мирликийский, пророк наум;священномученик харалампий магнезийский, святитель николай, пророк наум;святитель николай;святитель николай мирликийский
в обоих файлах;1957.0;священномученик харалампий магнезийский;священномученик харалампий магнезийский;;
в обоих файлах;1958.0;священномученик харалампий магнезийский;священномученик харалампий магнезийский;;
в обоих файлах;1959.0;священномученик харалампий магнезийский;священномученик харалампий магнезийский;;
в обоих файлах;1960.0;священномученик харалампий магнезийский;священномученик харалампий магнезийский;;
в обоих файлах;1961.0;преподобный харитон исповедник, преподобный варлаам хутынский, преподобный сергий радонежский;преподобный харитон исповедник, преподобный варлаам хутынский, преподобный сергий радонежский;;
в обоих файлах;1962.0;преподобный харитон исповедник, преподобный кирик фракийский;преподобный харитон исповедник, преподобный кирик фракийский;;
в обоих файлах;1963.0;;;;
в обоих файлах;1964.0;мученик христофор;мученик христофор;;
в обоих файлах;1965.0;мученик христофор;мученик христофор;;
в обоих файлах;1966.0;спаситель, мученик христофор;спаситель, мученик христофор;;
в обоих файлах;1967.0;христофор мученик;христофор мученик;;
изменено;1968.0;христос ветхий денми;христос;христос;христос ветхий денми
изменено;1969.0;спас эммануил, бог отец, ангелы;спаситель, саваоф, ангелы;саваоф, спаситель;бог отец, спас эммануил
в обоих файлах;1970.0;спаситель;спаситель;;
в обоих файлах;1971.0;спаситель;спаситель;;
в обоих файлах;1972.0;спаситель;спаситель;;
в обоих файлах;1973.0;спаситель;спаситель;;
в обоих файлах;1974.0;спаситель;спаситель;;
в обоих файлах;1975.0;спаситель, ангелы;спаситель, ангелы;;
в обоих файлах;1976.0;спаситель;спаситель;;
в обоих файлах;1978.0;спаситель;спаситель;;
в обоих файлах;1979.0;спаситель;спаситель;;
в обоих файлах;1980.0;спаситель;спаситель;;
в обоих файлах;1981.0;спаситель;спаситель;;
в обоих файлах;1982.0;спаситель;спаситель;;
в обоих файлах;1984.0;спаситель;спаситель;;
в обоих файлах;1985.0;спаситель;спаситель;;
в обоих файлах;1986.0;спаситель;спаситель;;
в обоих файлах;1987.0;спаситель;спаситель;;
в обоих файлах;1988.0;спаситель;спаситель;;
в обоих файлах;1989.0;спаситель;спаситель;;
в обоих файлах;1990.0;спаситель;спаситель;;
в обоих файлах;1991.0;спаситель;спаситель;;
в обоих файлах;1992.0;спаситель, ангелы;спаситель, ангелы;;
в обоих файлах;1993.0;спаситель;спаситель;;
в обоих файлах;1994.0;спаситель;спаситель;;
в обоих файлах;1995.0;спаситель;спаситель;;
в обоих файлах;1996.0;спаситель;спаситель;;
в обоих файлах;1997.0;спаситель;спаситель;;
в обоих файлах;1998.0;спаситель;спаситель;;
в обоих файлах;1999.0;спаситель;спаситель;;
в обоих файлах;2000.0;спаситель;спаситель;;
в обоих файлах;2001.0;спаситель;спаситель;;
в обоих файлах;2002.0;спаситель, апостолы;спаситель, апостолы;;
в обоих файлах;2003.0;спаситель;спаситель;;
в обоих файлах;2004.0;спаситель;спаситель;;
в обоих файлах;2005.0;спаситель;спаситель;;
изменено;2006.0;спас эммануил, богородица, ангелы;спаситель, богоматерь, ангелы;богоматерь, спаситель;богородица, спас эммануил
изменено;2007.0;спас эммануил, богородица, ангел;спаситель, богоматерь, ангел;богоматерь, спаситель;богородица, спас эммануил
изменено;2008.0;спас эммануил, богородица, ангел, херувим;спаситель, богоматерь, ангел, херувим;богоматерь, спаситель;богородица, спас эммануил
в обоих файлах;2009.0;спаситель, херувимы;спаситель, херувимы;;
изменено;2010.0;спаситель, херувимы, даниил столпник, симеон столпник, апостол фома;спаситель, херувимы, даниил столпник, преподобный симеон столпник, апостол фома;преподобный симеон столпник;симеон столпник
в обоих файлах;2011.0;спаситель;спаситель;;
в обоих файлах;2012.0;;;;
в обоих файлах;2013.0;;;;
в обоих файлах;2015.0;;;;
в обоих файлах;2016.0;спаситель;спаситель;;
в обоих файлах;2017.0;;;;
в обоих файлах;2018.0;спаситель;спаситель;;
в обоих файлах;2019.0;;;;
в обоих файлах;2021.0;спаситель;спаситель;;
в обоих файлах;2022.0;спаситель;спаситель;;
изменено;2023.0;спаситель, богородица, иоанн предтеча, ангелы;спаситель, богоматерь, пророк иоанн предтеча, ангелы;богоматерь, пророк иоанн предтеча;богородица, иоанн предтеча
в обоих файлах;2024.0;спаситель;спаситель;;
в обоих файлах;2025.0;спаситель;спаситель;;
в обоих файлах;2026.0;спаситель;спаситель;;
в обоих файлах;2027.0;спаситель;спаситель;;
в обоих файлах;2028.0;спаситель;спаситель;;
в обоих файлах;2029.0;спаситель;спаситель;;
в обоих файлах;2030.0;спаситель;спаситель;;
в обоих файлах;2031.0;спаситель;спаситель;;
в обоих файлах;2032.0;спаситель;спаситель;;
в обоих файлах;2033.0;спаситель;спаситель;;
в обоих файлах;2034.0;спаситель;спаситель;;
в обоих файлах;2035.0;спаситель;спаситель;;
в обоих файлах;2036.0;спаситель;спаситель;;
в обоих файлах;2037.0;спаситель;спаситель;;
в обоих файлах;2038.0;спаситель;спаситель;;
в обоих файлах;2039.0;спаситель;спаситель;;
в обоих файлах;2040.0;спаситель;спаситель;;
в обоих файлах;2041.0;спаситель;спаситель;;
в обоих файлах;2042.0;спаситель;спаситель;;
в обоих файлах;2043.0;спаситель;спаситель;;
в обоих файлах;2044.0;спаситель;спаситель;;
в обоих файлах;2045.0;спаситель;спаситель;;
в обоих файлах;2046.0;спаситель;спаситель;;
в обоих файлах;2047.0;спаситель;спаситель;;
в обоих файлах;2048.0;спаситель;спаситель;;
в обоих файлах;2049.0;;;;
в обоих файлах;2050.0;;;;
в обоих файлах;2051.0;;;;
в обоих файлах;2052.0;;;;
в обоих файлах;2053.0;спаситель;спаситель;;
в обоих файлах;2054.0;;;;
в обоих файлах;2055.0;спаситель;спаситель;;
в обоих файлах;2056.0;;;;
в обоих файлах;2057.0;;;;
в обоих файлах;2058.0;спаситель;спаситель;;
в обоих файлах;2059.0;;;;
в обоих файлах;2060.0;;;;
в обоих файлах;2062.0;спаситель;спаситель;;
в обоих файлах;2063.0;спаситель;спаситель;;
в обоих файлах;2064.0;спаситель;спаситель;;
в обоих файлах;2065.0;спаситель;спаситель;;
в обоих файлах;2067.0;спаситель;спаситель;;
в обоих файлах;2068.0;спаситель;спаситель;;
в обоих файлах;2069.0;спаситель;спаситель;;
